target_word,similar_words_with_scores
gargouiller,"gargouille (0.830), gargouillis (0.731)"
gargouillis,"gargouille (0.744), gargouiller (0.731), gazouillis (0.648)"
garni,garnir (0.767)
garnir,garni (0.767)
garnison,"garçon (0.500), gardien (0.430)"
garniture,garrigue (0.424)
garrigue,"garage (0.438), garniture (0.424)"
gars,"gare (0.650), gras (0.375)"
garçon,"garnison (0.500), gardien (0.438)"
gauche,"gaucherie (0.642), gauchiste (0.574)"
gaucherie,"gauche (0.642), gauchiste (0.539)"
gauchiste,"gauche (0.574), gaucherie (0.539)"
gaver,"graver (0.633), galer (0.590), garer (0.590), gazer (0.590)"
gaze,"gazer (0.737), gazeux (0.625), gazelle (0.557), gazette (0.557), gage (0.525)"
gazelle,"gamelle (0.657), gaze (0.557)"
gazer,"gaze (0.737), galer (0.590), garer (0.590), gaver (0.590)"
gazette,"galette (0.657), gaze (0.557)"
gazeux,"galeux (0.630), gaze (0.625)"
gazon,galon (0.590)
gazouillis,gargouillis (0.648)
gaîté,ganté (0.590)
geindre,gendre (0.675)
geler,galer (0.570)
gelé,gelée (0.737)
gelée,gelé (0.737)
gencive,"genre (0.449), gendre (0.438), genièvre (0.430)"
gendarme,"gendarmerie (0.693), genre (0.447)"
gendarmerie,gendarme (0.693)
gendre,"geindre (0.675), genre (0.667), genièvre (0.500), gencive (0.438)"
genièvre,"genre (0.514), gendre (0.500), gencive (0.430)"
genre,"gendre (0.667), genièvre (0.514), gencive (0.449), gendarme (0.447)"
gens,gent (0.650)
gent,"gens (0.650), genêt (0.631), gentil (0.625), gant (0.500)"
gentil,gent (0.625)
genêt,gent (0.631)
gerbe,"gerber (0.800), germe (0.610)"
gerber,"gerbe (0.800), gercer (0.617), germer (0.617)"
gercer,"gerber (0.617), germer (0.617)"
germe,"germer (0.800), gerbe (0.610)"
germer,"germe (0.800), gerber (0.617), gercer (0.617)"
gestation,gestion (0.702)
gestion,gestation (0.702)
gibet,gilet (0.590)
gicler,gifler (0.630)
gifle,gifler (0.767)
gifler,"gifle (0.767), gicler (0.630)"
gigot,gigoter (0.669)
gigoter,gigot (0.669)
gilet,"gibet (0.590), galet (0.570)"
girl,gril (0.375)
giron,girond (0.767)
girond,giron (0.767)
gisant,grisant (0.661)
givre,givré (0.705)
givré,givre (0.705)
glabre,"glacière (0.500), glauque (0.438)"
glace,"glacer (0.767), glacé (0.705), glacière (0.526), glauque (0.449)"
glacer,"glace (0.767), glacier (0.704), glaner (0.647)"
glacial,"glacis (0.647), glaïeul (0.429)"
glacier,"glacer (0.704), glacis (0.647)"
glacis,"glacial (0.647), glacier (0.647)"
glacière,"glace (0.526), glabre (0.500), glaise (0.438), glaive (0.438)"
glacé,glace (0.705)
glaise,"glaive (0.663), glauque (0.438), glacière (0.438)"
glaive,"glaise (0.663), glauque (0.438), glacière (0.438)"
gland,"glande (0.767), glander (0.669), grand (0.570)"
glande,"glander (0.787), gland (0.767), glauque (0.438)"
glander,"glande (0.787), glaner (0.704), gland (0.669), glapir (0.438)"
glaner,"glander (0.704), glacer (0.647)"
glapir,glander (0.438)
glapissement,glissement (0.673)
glas,gras (0.500)
glauque,"glace (0.449), glabre (0.438), glaise (0.438), glaive (0.438), glande (0.438)"
glaïeul,glacial (0.429)
glissade,"glissant (0.664), glissière (0.549)"
glissant,"glissade (0.664), glissement (0.588)"
glissement,"glapissement (0.673), gloussement (0.648), gémissement (0.639), glissant (0.588)"
glissière,glissade (0.549)
globuleux,glorieux (0.527)
gloire,gloriole (0.438)
glorieux,globuleux (0.527)
gloriole,gloire (0.438)
glotte,grotte (0.613)
gloussement,glissement (0.648)
gober,goder (0.590)
goder,"godet (0.705), gober (0.590)"
godet,goder (0.705)
golf,golfe (0.737)
golfe,golf (0.737)
gomme,"gommer (0.767), gamme (0.570)"
gommer,gomme (0.767)
gond,gong (0.650)
gondole,"gondoler (0.802), gonze (0.449)"
gondoler,gondole (0.802)
gonfler,gonflé (0.647)
gonflé,gonfler (0.647)
gong,"gond (0.650), gang (0.500)"
gonze,"gonzesse (0.606), gondole (0.449)"
gonzesse,gonze (0.606)
gorge,"gorger (0.767), gorgée (0.683), gorille (0.449)"
gorger,gorge (0.767)
gorgée,"gorge (0.683), gorille (0.438)"
gorille,"grille (0.661), gorge (0.449), gorgée (0.438)"
goudron,goudronné (0.724)
goudronné,goudron (0.724)
gouffre,"goulée (0.438), gourde (0.438), goutte (0.438)"
goujat,gousset (0.438)
goulot,gousset (0.438)
goulée,gouffre (0.438)
goupiller,goupillon (0.692)
goupillon,goupiller (0.692)
gourd,"gourde (0.767), gourdin (0.669), gourmand (0.526)"
gourde,"gourd (0.767), gourdin (0.647), gouffre (0.438)"
gourdin,"gourd (0.669), gourde (0.647)"
gourer,gouverner (0.506)
gourmand,gourd (0.526)
gourmette,goutte (0.551)
gousset,"goujat (0.438), goulot (0.438)"
goutte,"goutter (0.787), gouttière (0.574), gourmette (0.551), gouffre (0.438)"
goutter,goutte (0.787)
gouttière,goutte (0.574)
gouvernail,gouvernant (0.713)
gouvernant,"gouvernante (0.830), gouvernail (0.713), gouvernement (0.643)"
gouvernante,gouvernant (0.830)
gouvernement,"gouvernemental (0.789), gouvernant (0.643)"
gouvernemental,gouvernement (0.789)
gouverner,"gouverneur (0.793), gourer (0.506)"
gouverneur,gouverner (0.793)
goût,goûter (0.625)
goûter,goût (0.625)
grabat,gratuit (0.492)
gracieux,graisseux (0.527)
gracile,"grade (0.449), grave (0.449), gramme (0.438), grange (0.438), grappe (0.438)"
grade,"gradé (0.705), grave (0.610), garde (0.475), gracile (0.449), graisse (0.449)"
gradin,"grain (0.667), gratin (0.647)"
gradé,"grade (0.705), gravé (0.610), gardé (0.475), gravité (0.449)"
grailler,"griller (0.693), graver (0.500), gratter (0.488), gravier (0.488), gratifier (0.476)"
grain,"graine (0.767), gradin (0.667), gratin (0.667), gain (0.591), groin (0.590)"
graine,"grain (0.767), gaine (0.633), gravure (0.438)"
graisse,"graisser (0.802), graisseux (0.724), grandiose (0.484), grade (0.449), grave (0.449)"
graisser,"graisse (0.802), graisseux (0.707), graver (0.500), gratter (0.488), gravier (0.488)"
graisseux,"graisse (0.724), graisser (0.707), gracieux (0.527)"
graminée,"gramme (0.512), grange (0.438), gracile (0.430), graisse (0.430)"
grammaire,gramme (0.574)
gramme,"gamme (0.633), grammaire (0.574), graminée (0.512), gracile (0.438), graisse (0.438)"
grand,"grandir (0.669), gland (0.570)"
grand-chose,grandiose (0.609)
grand-mère,"grand-père (0.743), grand-rue (0.586)"
grand-peine,grand-père (0.617)
grand-père,"grand-mère (0.743), grand-peine (0.617), grand-rue (0.586)"
grand-route,grand-tante (0.608)
grand-rue,"grand-mère (0.586), grand-père (0.586), grandiose (0.539)"
grand-tante,grand-route (0.608)
grandement,"grondement (0.703), gravement (0.642)"
grandeur,"graver (0.438), gratter (0.430), gravier (0.430)"
grandiose,"grand-chose (0.609), grand-rue (0.539), graisse (0.484)"
grandir,"grand (0.669), graver (0.438), gratter (0.429), gravier (0.429)"
grange,"gracile (0.438), graisse (0.438), gravure (0.438), graminée (0.438)"
grappe,"grippe (0.630), gracile (0.438), graisse (0.438), gravure (0.438)"
gras,"gris (0.525), gros (0.525), grès (0.525), glas (0.500), gravats (0.462)"
gratifier,"gratter (0.549), gravier (0.538), grailler (0.476), graisser (0.476)"
gratin,"gratis (0.740), grain (0.667), gradin (0.647)"
gratis,"gratin (0.740), gravats (0.492)"
gratter,"gratifier (0.549), grailler (0.488), graisser (0.488), gravir (0.438), grandeur (0.430)"
gratuit,"gratuité (0.802), grabat (0.492)"
gratuité,gratuit (0.802)
gravats,"gratis (0.492), gras (0.462)"
grave,"graver (0.767), gravé (0.705), grade (0.610), grive (0.590), grève (0.590)"
gravement,grandement (0.642)
graver,"grave (0.767), gravier (0.704), gravir (0.663), gaver (0.633), grailler (0.500)"
gravier,"gravir (0.718), graver (0.704), gratifier (0.538), grailler (0.488), graisser (0.488)"
gravir,"gravier (0.718), graver (0.663), gravité (0.647), gratter (0.438)"
gravité,"gravir (0.647), gradé (0.449)"
gravure,"grade (0.449), graine (0.438), gramme (0.438), grange (0.438), grappe (0.438)"
gravé,"grave (0.705), gradé (0.610)"
greffe,"greffer (0.787), griffe (0.630), grenade (0.438)"
greffer,"greffe (0.787), greffier (0.731), griffer (0.657)"
greffier,"greffer (0.731), grenadier (0.527)"
grenade,"grenadine (0.670), grenadier (0.659), grenat (0.647), greffe (0.438)"
grenadier,"grenadine (0.692), grenade (0.659), grenier (0.648), greffier (0.527)"
grenadine,"grenadier (0.692), grenade (0.670)"
grenat,grenade (0.647)
grenier,grenadier (0.648)
gribouiller,grouiller (0.661)
griffe,"griffer (0.787), griffu (0.740), greffe (0.630), grimace (0.438), griotte (0.438)"
griffer,"griffe (0.787), greffer (0.657), griffu (0.647), griffonner (0.600), grimacer (0.488)"
griffonner,griffer (0.600)
griffu,"griffe (0.740), griffer (0.647)"
grignoter,grincer (0.484)
gril,"gris (0.650), grille (0.625), grillé (0.625), girl (0.375)"
grillage,"grillagé (0.782), grimace (0.430)"
grillagé,grillage (0.782)
grille,"griller (0.787), grillé (0.740), gorille (0.661), grillon (0.647), gril (0.625)"
griller,"grille (0.787), grailler (0.693), grillé (0.647), grouiller (0.625), grésiller (0.625)"
grillon,"grille (0.647), grillé (0.647)"
grillé,"grille (0.740), griller (0.647), grillon (0.647), gril (0.625)"
grimace,"grimacer (0.802), grive (0.449), griffe (0.438), grille (0.438), grippe (0.438)"
grimacer,"grimace (0.802), griser (0.500), griffer (0.488), griller (0.488)"
grimaçant,grisant (0.538)
grincer,grignoter (0.484)
grinçant,grisonnant (0.520)
griotte,"grotte (0.675), grive (0.449), griffe (0.438), grille (0.438), grippe (0.438)"
grippe,"grappe (0.630), grimace (0.438), griotte (0.438)"
gris,"gril (0.650), griser (0.625), gras (0.525), gros (0.525), grès (0.525)"
grisaille,grille (0.609)
grisant,"gisant (0.661), grisonnant (0.590), grimaçant (0.538)"
griser,"griserie (0.723), gris (0.625), grimacer (0.500)"
griserie,"griser (0.723), grisâtre (0.501)"
grisonnant,"grisant (0.590), grinçant (0.520)"
grisâtre,"griserie (0.501), griotte (0.430)"
grive,"grave (0.590), grève (0.590), grimace (0.449), griotte (0.449)"
grogne,grogner (0.787)
grogner,"grogne (0.787), grossier (0.488), grosseur (0.430), grossir (0.429)"
groin,grain (0.590)
grommeler,grouiller (0.517)
grondement,grandement (0.703)
gronder,"grossier (0.488), grosseur (0.430), grossir (0.429)"
gros,"gras (0.525), gris (0.525), grès (0.525)"
grosseur,"grogner (0.430), gronder (0.430), grouper (0.430)"
grossier,"grossir (0.743), grogner (0.488), gronder (0.488), grouper (0.488)"
grossir,"grossier (0.743), grogner (0.429), gronder (0.429), grouper (0.429)"
grotte,"griotte (0.675), glotte (0.613)"
grouillant,grouillement (0.643)
grouillement,"grésillement (0.652), grouillant (0.643), groupement (0.618)"
grouiller,"gribouiller (0.661), griller (0.625), grouper (0.549), grommeler (0.517)"
groupe,"grouper (0.787), groupé (0.740)"
groupement,grouillement (0.618)
grouper,"groupe (0.787), groupé (0.647), grouiller (0.549), grossier (0.488), grosseur (0.430)"
groupé,"groupe (0.740), grouper (0.647)"
grue,gruyère (0.462)
gruyère,grue (0.462)
grès,"gras (0.525), gris (0.525), gros (0.525)"
grève,"grave (0.590), grive (0.590)"
grésillement,grouillement (0.652)
grésiller,griller (0.625)
guenille,gueule (0.500)
guerre,guerrier (0.643)
guerrier,"guerre (0.643), guetter (0.500), gueuler (0.500)"
guetter,"guetteur (0.743), guerrier (0.500)"
guetteur,"guetter (0.743), gueuler (0.476)"
gueule,"gueuler (0.787), guenille (0.500)"
gueuler,"gueule (0.787), guerrier (0.500), guetteur (0.476)"
guibolle,guitoune (0.423)
guide,"guider (0.767), guise (0.610), guitare (0.449)"
guider,guide (0.767)
guillemet,guilleret (0.736)
guilleret,guillemet (0.736)
guillotine,guillotiner (0.830)
guillotiner,guillotine (0.830)
guimauve,"guimbarde (0.487), guitare (0.430), guitoune (0.423)"
guimbarde,"guimauve (0.487), guitare (0.473), guirlande (0.468)"
guirlande,guimbarde (0.468)
guise,"guide (0.610), guitare (0.449)"
guitare,"guitariste (0.610), guitoune (0.501), guimbarde (0.473), guide (0.449), guise (0.449)"
guitariste,guitare (0.610)
guitoune,"guitare (0.501), guibolle (0.423), guimauve (0.423)"
guéri,"guérir (0.767), guérite (0.669)"
guéridon,guérison (0.714)
guérir,"guéri (0.767), guérite (0.647)"
guérison,guéridon (0.714)
guérite,"guéri (0.669), guérir (0.647)"
gâche,"gâcher (0.767), gâchette (0.606)"
gâcher,gâche (0.767)
gâchette,gâche (0.606)
gâter,gâterie (0.669)
gâterie,gâter (0.669)
géant,"gérant (0.650), gant (0.591)"
gémir,gésir (0.590)
gémissant,gémissement (0.618)
gémissement,"glissement (0.639), gémissant (0.618)"
généalogie,généalogique (0.732)
généalogique,généalogie (0.732)
généralement,généreusement (0.632)
généralisé,"généralité (0.763), générosité (0.523)"
généralité,généralisé (0.763)
généreusement,généralement (0.632)
générosité,généralisé (0.523)
géographie,géographique (0.732)
géographique,géographie (0.732)
géométrie,géométrique (0.715)
géométrique,géométrie (0.715)
gérant,"géant (0.650), garant (0.613)"
gérer,garer (0.570)
gésir,gémir (0.590)
gêne,"gêner (0.737), gêné (0.650)"
gêner,gêne (0.737)
gêné,gêne (0.650)
habile,"habileté (0.700), habiller (0.675), habillé (0.647), habitable (0.578), habitacle (0.562)"
habilement,habillement (0.793)
habileté,"habile (0.700), habitué (0.501)"
habillement,"habilement (0.793), habituellement (0.656)"
habiller,"habillé (0.681), habile (0.675)"
habillé,"habiller (0.681), habile (0.647)"
habit,"habité (0.767), habiter (0.669), habitué (0.669), habitant (0.606)"
habitable,"habitacle (0.751), habile (0.578), habitude (0.560)"
habitacle,"habitable (0.751), habile (0.562), habitude (0.549)"
habitant,habit (0.606)
habiter,"habituer (0.731), habit (0.669), habité (0.647)"
habitude,"habitué (0.681), habituel (0.664), habituer (0.664), habitable (0.560), habitacle (0.549)"
habituel,"habituer (0.782), habitué (0.681), habitude (0.664)"
habituellement,habillement (0.656)
habituer,"habituel (0.782), habiter (0.731), habitué (0.681), habitude (0.664)"
habitué,"habité (0.718), habitude (0.681), habituel (0.681), habituer (0.681), habit (0.669)"
habité,"habit (0.767), habitué (0.718), habiter (0.647)"
hache,"hacher (0.767), haché (0.705), hanche (0.650)"
hacher,"hache (0.767), hocher (0.613)"
haché,hache (0.705)
hagard,hasard (0.630)
haie,haine (0.631)
haine,"haineux (0.669), haie (0.631)"
haineux,haine (0.669)
haleine,"halle (0.509), halte (0.449)"
haler,"haleter (0.669), halle (0.585), héler (0.570)"
haleter,haler (0.669)
hall,"halle (0.737), halo (0.650)"
halle,"hall (0.737), halte (0.610), haler (0.585), haleine (0.509)"
halo,hall (0.650)
halte,"halle (0.610), haute (0.590), haleine (0.449)"
halètement,hautement (0.632)
hamac,hammam (0.592)
hammam,hamac (0.592)
hampe,harpe (0.590)
hanche,"hache (0.650), hantise (0.438)"
handicap,handicapé (0.813)
handicapé,handicap (0.813)
hantise,hanche (0.438)
haranguer,harnacher (0.468)
harde,"hardi (0.705), harpe (0.610), horde (0.570)"
hardi,harde (0.705)
hargne,"hargneux (0.700), harmonie (0.438)"
hargneux,"hargne (0.700), harmonieux (0.520)"
harmonica,"harmonie (0.707), harmonium (0.692)"
harmonie,"harmonieux (0.743), harmonica (0.707), harmonium (0.707), hargne (0.438)"
harmonieux,"harmonie (0.743), harmonium (0.672), hargneux (0.520)"
harmonium,"harmonie (0.707), harmonica (0.692), harmonieux (0.672)"
harnacher,haranguer (0.468)
harpe,"harde (0.610), hampe (0.590)"
hasard,"hasarder (0.700), hagard (0.630)"
hasarder,"hasardeux (0.707), hasard (0.700)"
hasardeux,hasarder (0.707)
hausse,"hausser (0.787), housse (0.613)"
haussement,hautement (0.642)
hausser,"hausse (0.787), hauteur (0.429)"
haut,haute (0.737)
haute,"haut (0.737), hauteur (0.669), halte (0.590)"
hautement,"haussement (0.642), halètement (0.632)"
hauteur,"haute (0.669), hausser (0.429)"
herbe,"herbu (0.705), herse (0.610), hermine (0.449)"
herbu,herbe (0.705)
hermine,"herbe (0.449), herse (0.449)"
herse,"herbe (0.610), hermine (0.449)"
heure,"heurt (0.705), heureux (0.695), hure (0.591)"
heureux,heure (0.695)
heurt,"heurté (0.767), heure (0.705), heurter (0.669)"
heurter,"heurt (0.669), heurté (0.647)"
heurté,"heurt (0.767), heurter (0.647)"
hier,"hiver (0.611), huer (0.500)"
histoire,historique (0.540)
historique,histoire (0.540)
hiver,hier (0.611)
hochement,hochet (0.574)
hocher,"hochet (0.740), hacher (0.613)"
hochet,"hocher (0.740), hochement (0.574)"
home,"homme (0.737), hommage (0.462)"
hommage,home (0.462)
homme,home (0.737)
honneur,honorer (0.429)
honnête,honnêteté (0.724)
honnêteté,honnête (0.724)
honoraire,horaire (0.679)
honorer,"honoré (0.647), honneur (0.429)"
honoré,honorer (0.647)
honte,"honteux (0.669), hotte (0.590)"
honteux,honte (0.669)
hoquet,hoqueter (0.700)
hoqueter,hoquet (0.700)
horaire,"honoraire (0.679), horde (0.449), horrible (0.430), horloge (0.429)"
horde,"harde (0.570), horaire (0.449), horloge (0.449)"
horizontal,horizontale (0.830)
horizontale,horizontal (0.830)
horloge,"horloger (0.802), horde (0.449), horaire (0.429)"
horloger,horloge (0.802)
horrible,horaire (0.430)
horrifier,horrifié (0.707)
horrifié,horrifier (0.707)
hospitalier,"hospitaliser (0.790), hospitalité (0.744)"
hospitaliser,hospitalier (0.790)
hospitalité,"hospitalier (0.744), hostilité (0.558)"
hostie,hostile (0.718)
hostile,hostie (0.718)
hostilité,hospitalité (0.558)
hotte,"honte (0.590), hutte (0.570)"
houle,houleux (0.669)
houleux,houle (0.669)
housse,hausse (0.613)
huer,"humer (0.611), hier (0.500), hure (0.500)"
huile,"huiler (0.767), huilé (0.705), huileux (0.669)"
huiler,"huile (0.767), huileux (0.647), hurler (0.630), huissier (0.500)"
huileux,"huile (0.669), huiler (0.647)"
huilé,huile (0.705)
huis,huit (0.650)
huissier,huiler (0.500)
huit,huis (0.650)
hululement,"hurlement (0.645), humblement (0.632)"
humanisme,humaniste (0.747)
humaniste,humanisme (0.747)
humanité,humilié (0.430)
humblement,"hululement (0.632), hurlement (0.632)"
humecter,"humer (0.593), humeur (0.512), humilier (0.479)"
humer,"humeur (0.683), huer (0.611), humecter (0.593), humilier (0.514)"
humeur,"humer (0.683), humour (0.647), humecter (0.512)"
humidité,humilité (0.702)
humilier,"humilié (0.681), humilité (0.664), humer (0.514), humecter (0.479)"
humilité,"humilié (0.743), humidité (0.702), humilier (0.664)"
humilié,"humilité (0.743), humilier (0.681), humanité (0.430)"
humour,humeur (0.647)
hure,"heure (0.591), huer (0.500)"
hurlant,hurlement (0.549)
hurlement,"hululement (0.645), humblement (0.632), hurlant (0.549)"
hurler,huiler (0.630)
hutte,hotte (0.570)
hymne,hyène (0.590)
hypocrisie,hypocrite (0.682)
hypocrite,hypocrisie (0.682)
hypothèque,"hypothèse (0.682), hypothétique (0.635)"
hypothèse,hypothèque (0.682)
hypothétique,hypothèque (0.635)
hystérie,hystérique (0.695)
hystérique,hystérie (0.695)
hyène,hymne (0.590)
hâle,"hâlé (0.650), hâte (0.525)"
hâlé,hâle (0.650)
hâte,"hâter (0.737), hâle (0.525), hôte (0.500)"
hâter,hâte (0.737)
héberger,hébéter (0.500)
hébéter,"hébété (0.647), héberger (0.500)"
hébété,hébéter (0.647)
héler,haler (0.570)
hérisser,"hérissé (0.681), hérisson (0.664)"
hérisson,"hérissé (0.681), hérisser (0.664), héron (0.514)"
hérissé,"hérisser (0.681), hérisson (0.681)"
hériter,"héritier (0.731), hésiter (0.657)"
héritier,hériter (0.731)
héron,"héros (0.705), hérisson (0.514)"
héros,héron (0.705)
héroïque,hérétique (0.527)
héroïsme,hérésie (0.430)
hérésie,"hérétique (0.495), héroïsme (0.430)"
hérétique,"héroïque (0.527), hérésie (0.495)"
hésiter,hériter (0.657)
hôte,"hôtel (0.737), hôtesse (0.557), hâte (0.500)"
hôtel,hôte (0.737)
hôtesse,hôte (0.557)
idiot,idiotie (0.669)
idiotie,idiot (0.669)
idylle,idyllique (0.574)
idyllique,idylle (0.574)
idéalisme,idéaliste (0.747)
idéaliste,idéalisme (0.747)
idéologie,idéologique (0.715)
idéologique,idéologie (0.715)
ignare,ignoble (0.438)
ignoble,ignare (0.438)
ignominie,ignorance (0.479)
ignorance,"ignorant (0.707), ignominie (0.479)"
ignorant,ignorance (0.707)
ignorer,ignoré (0.647)
ignoré,ignorer (0.647)
illumination,illustration (0.599)
illuminer,"illuminé (0.707), illustrer (0.528)"
illuminé,"illuminer (0.707), illustré (0.491)"
illustration,illumination (0.599)
illustre,"illustrer (0.813), illustré (0.782)"
illustrer,"illustre (0.813), illustré (0.707), illuminer (0.528)"
illustré,"illustre (0.782), illustrer (0.707), illuminé (0.491)"
image,"imager (0.767), imagerie (0.606)"
imager,"image (0.767), imagerie (0.700)"
imagerie,"imager (0.700), image (0.606)"
imaginable,inimaginable (0.718)
imaginatif,imagination (0.744)
imagination,imaginatif (0.744)
imitation,"invitation (0.622), irritation (0.622)"
immense,"immeuble (0.501), imminence (0.473)"
immensément,intensément (0.643)
immerger,immiscer (0.488)
immeuble,"immense (0.501), immobile (0.479)"
imminence,"imminent (0.707), immense (0.473), immondice (0.468)"
imminent,imminence (0.707)
immiscer,immerger (0.488)
immobile,"immobilier (0.685), immonde (0.501), immondice (0.487), immeuble (0.479), immuable (0.479)"
immobilier,"immobiliser (0.780), immobilité (0.713), immobile (0.685)"
immobiliser,"immobilier (0.780), immortaliser (0.608)"
immobilité,"immobilier (0.713), immortalité (0.589)"
immonde,"immondice (0.670), immobile (0.501)"
immondice,"immonde (0.670), immobile (0.487), imminence (0.468)"
immoral,immémorial (0.560)
immortaliser,immobiliser (0.608)
immortalité,immobilité (0.589)
immuable,immobile (0.479)
immémorial,immoral (0.560)
impact,imposant (0.438)
impair,"imprimer (0.447), imposer (0.438), imputer (0.438)"
impalpable,"impassible (0.566), impeccable (0.556), impensable (0.556), imprenable (0.556), improbable (0.556)"
imparfait,important (0.419)
impasse,"impassible (0.610), impavide (0.501), impie (0.449)"
impassibilité,impossibilité (0.735)
impassible,"impossible (0.713), impasse (0.610), impalpable (0.566), impensable (0.503)"
impatiemment,impatient (0.694)
impatience,"impatient (0.727), impatienter (0.694), impertinence (0.563), imprudence (0.547)"
impatient,"impatienter (0.758), impatience (0.727), impatiemment (0.694), imprudent (0.517)"
impatienter,"impatient (0.758), impatience (0.694)"
impavide,"impasse (0.501), impie (0.447)"
impec,imper (0.705)
impeccable,"imperméable (0.589), impalpable (0.556), imprenable (0.547), improbable (0.547)"
impensable,"imperméable (0.589), impalpable (0.556), implacable (0.547), improbable (0.547), impassible (0.503)"
imper,"impec (0.705), impur (0.610), imprimer (0.530), implorer (0.514), importer (0.514)"
imperméable,"impeccable (0.589), impensable (0.589), imprenable (0.540), improbable (0.540)"
impertinence,impatience (0.563)
impie,"impasse (0.449), impavide (0.447)"
impitoyable,improbable (0.540)
implacable,"impensable (0.547), imprenable (0.547), improbable (0.547)"
implanter,"imputer (0.538), implorer (0.538), impliquer (0.528), importer (0.527)"
impliquer,"implorer (0.538), implanter (0.528), imprimer (0.484), imprimeur (0.424)"
implorant,impotent (0.476)
implorer,"implanter (0.538), impliquer (0.538), imper (0.514), imprimer (0.488), imputer (0.488)"
impondérable,impénétrable (0.555)
importance,important (0.727)
important,"importance (0.727), imparfait (0.419)"
importation,imprécation (0.571)
importer,"importuner (0.685), importun (0.664), implanter (0.527), imper (0.514), imprimer (0.488)"
importun,"importuner (0.743), importer (0.664)"
importuner,"importun (0.743), importer (0.685), imprégner (0.511)"
imposant,"impuissant (0.568), impact (0.438)"
imposer,"imposé (0.647), improviser (0.530), imprimer (0.500), impur (0.449), impair (0.438)"
impossibilité,impassibilité (0.735)
impossible,"impassible (0.713), impensable (0.503)"
imposteur,"imposture (0.669), imprimeur (0.527), impudeur (0.527), imputer (0.473)"
imposture,imposteur (0.669)
imposé,"imposer (0.647), improvisé (0.494), imprimé (0.449)"
impotent,"imprudent (0.527), implorant (0.476)"
imprenable,"impalpable (0.556), impeccable (0.547), implacable (0.547), imperméable (0.540)"
impression,impulsion (0.556)
imprimer,"imprimerie (0.757), imprimeur (0.753), imprimé (0.668), imprégner (0.549), improviser (0.540)"
imprimerie,imprimer (0.757)
imprimeur,"imprimer (0.753), impudeur (0.538), imposteur (0.527), impliquer (0.424)"
imprimé,"imprimer (0.668), improvisé (0.505), imposé (0.449)"
improbable,"impalpable (0.556), impeccable (0.547), impensable (0.547), implacable (0.547), imperméable (0.540)"
improviser,"improvisé (0.727), imprimer (0.540), imposer (0.530)"
improvisé,"improviser (0.727), imprimé (0.505), imposé (0.494)"
imprudence,"imprudent (0.727), impatience (0.547)"
imprudent,"imprudence (0.727), impotent (0.527), impatient (0.517)"
imprécation,importation (0.571)
imprégner,"imprimer (0.549), importuner (0.511)"
impudeur,"impur (0.593), imprimeur (0.538), imposteur (0.527), imper (0.447), imposer (0.430)"
impuissance,impuissant (0.744)
impuissant,"impuissance (0.744), imposant (0.568)"
impulsif,impulsion (0.707)
impulsion,"impulsif (0.707), impression (0.556)"
impur,"imper (0.610), impudeur (0.593), imposer (0.449)"
imputer,"implanter (0.538), imprimer (0.500), implorer (0.488), imposteur (0.473), impair (0.438)"
impénétrable,impondérable (0.555)
inacceptable,inaccessible (0.616)
inaccessible,"inacceptable (0.616), inadmissible (0.591)"
inadmissible,inaccessible (0.591)
inanimé,inavoué (0.429)
inapte,inepte (0.630)
inattentif,inattention (0.744)
inattention,"inattentif (0.744), intention (0.674)"
inavoué,inanimé (0.429)
incantation,"incrustation (0.600), inclination (0.580), incinération (0.572)"
incapable,incroyable (0.556)
incarnation,inclination (0.657)
incarner,"inciser (0.488), inciter (0.488), incomber (0.479)"
incendiaire,incendie (0.639)
incendie,"incendier (0.813), incendié (0.782), incendiaire (0.639), inceste (0.501)"
incendier,"incendie (0.813), incendié (0.707), incinérer (0.476)"
incendié,"incendie (0.782), incendier (0.707)"
incessamment,incessant (0.654)
incessant,incessamment (0.654)
inceste,"incendie (0.501), inclure (0.429)"
inchangé,incliné (0.438)
incinération,"inclination (0.581), incantation (0.572)"
incinérer,"inciser (0.562), inciter (0.562), incliner (0.494), incendier (0.476)"
inciser,"inciter (0.686), incinérer (0.562), incarner (0.488), incomber (0.488), incurver (0.488)"
inciter,"inciser (0.686), inviter (0.657), incinérer (0.562), incruster (0.538), incarner (0.488)"
inclination,"incarnation (0.657), incinération (0.581), incantation (0.580)"
incliner,"incliné (0.668), incinérer (0.494), incomber (0.488), incurver (0.488), inculquer (0.484)"
incliné,"incliner (0.668), inculpé (0.438), inchangé (0.438)"
inclure,inceste (0.429)
incohérence,incohérent (0.758)
incohérent,"incohérence (0.758), inhérent (0.645)"
incolore,inculte (0.430)
incomber,"incommoder (0.588), inciser (0.488), inciter (0.488), incliner (0.488), incarner (0.479)"
incommoder,"incomber (0.588), incorporer (0.521)"
incomparable,incompatible (0.693)
incompatible,incomparable (0.693)
inconcevable,"inconsolable (0.617), incontestable (0.606)"
inconfortable,"incontestable (0.623), inconsolable (0.598)"
inconsciemment,inconscient (0.725)
inconscience,inconscient (0.770)
inconscient,"inconscience (0.770), inconsciemment (0.725), inconvénient (0.617), incontinent (0.609)"
inconsolable,"incontrôlable (0.632), inconcevable (0.617), inconfortable (0.598)"
incontestable,"incontrôlable (0.631), inconfortable (0.623), inconcevable (0.606)"
