target_word,similar_words,similarity_count
loger,"loge, logeur, longer, louer, lover",5
logeur,"loger, loueur, loge",3
logique,loge,1
logiquement,logement,1
logis,louis,1
logé,"loge, loué",2
loin,"loir, lion",2
loir,"loin, loisir",2
loisir,loir,1
long,"longer, longue",2
longer,"loger, long",2
longue,"longueur, long, langue",3
longueur,"longue, langueur",2
lope,"loupe, lobe, loge",3
loque,"loquet, loquedu, laque",3
loquedu,"loque, loquet",2
loquet,"loque, loquedu",2
lord,"lors, lourd, lard",3
lorgnon,lorrain,1
lorrain,lorgnon,1
lors,lord,1
losange,louange,1
loterie,literie,1
louable,"loupe, louche, loutre",3
louange,"losange, loupe, louche, loutre",4
loubard,lourdaud,1
louche,"loucher, louable, louange",3
loucher,"louche, louvoyer, loueur, lourdeur",4
louer,"loueur, louper, loger, lover, loyer",5
loueur,"louer, lueur, lourdeur, logeur, lourder",5
loufiat,louvet,1
louis,logis,1
loup,"loupe, loué, louper",3
loupe,"louper, loup, lope, louable, louange",5
louper,"loupe, louer, loup, louvoyer, lourdeur",5
lourd,"lourder, lord, lourdaud",3
lourdaud,"lourd, loubard",2
lourder,"lourdeur, lourd, loueur, louvoyer",4
lourdeur,"lourder, loueur, louer, louper, loucher",5
loutre,"louable, louange",2
louvet,loufiat,1
louvoyer,"louer, louper, loucher, lourder",4
loué,"loup, logé",2
lover,"loger, louer, loyer, laver, lever",5
loyal,local,1
loyer,"loger, louer, lover",3
lubie,lubrique,1
lubrique,lubie,1
lucarne,"lucide, luciole",2
lucide,lucarne,1
luciole,lucarne,1
lueur,"loueur, leur",2
luire,lire,1
lunaire,"lune, lunette",2
lune,"l'une, lunette, luxe, lunaire",4
lunette,"lune, lunaire",2
lustre,"lustrer, lustré",2
lustrer,"lustre, lustré",2
lustré,"lustre, lustrer",2
lutin,latin,1
lutte,"lutter, lutteur, latte",3
lutter,"lutte, lutteur",2
lutteur,"lutter, lutte",2
luxe,lune,1
lycée,lycéen,1
lycéen,lycée,1
là-dedans,là-dessus,1
là-dessous,là-dessus,1
là-dessus,"là-dessous, là-dedans",2
lâche,"lâcher, lâcheté",2
lâcher,"lâche, lâcheté, lécher",3
lâcheté,"lâche, lâcher",2
lèpre,lèvre,1
lèvre,"lièvre, lèpre, livre",3
lécher,lâcher,1
légal,légat,1
légalité,légèreté,1
légat,légal,1
légendaire,"légende, légionnaire",2
légende,"légendaire, légume",2
léger,"léguer, loger",2
légionnaire,légendaire,1
légitime,"légitimer, légume",2
légitimer,légitime,1
léguer,"léger, liguer",2
légume,"légitime, légende",2
légèreté,légalité,1
lézard,lézarder,1
lézarder,lézard,1
macabre,"macchabée, machine",2
macchabée,macabre,1
machin,"machine, machinal",2
machinal,"machin, machine",2
machine,"machin, machinal, machinerie, macabre",4
machinerie,machine,1
madrier,marier,1
magasin,magicien,1
magazine,"magie, magnanime",2
mage,"magie, marge, mare, magique",4
magicien,magasin,1
magie,"mage, mamie, manie, magazine",4
magique,"magnifique, magnétique, mage",3
magistral,"magistrat, mistral",2
magistrat,magistral,1
magnanime,magazine,1
magner,"magnifier, manger",2
magnifier,magner,1
magnifique,magique,1
magnétique,magique,1
magot,mégot,1
maigre,"maigreur, maire, maigrir",3
maigreur,maigre,1
maigrir,"maigre, mairie",2
mail,"main, mais, maille",3
maille,"maillet, malle, maillon, maillot, mille",5
maillet,"maille, maillot",2
maillon,"maillot, maille, médaillon, main",4
maillot,"maillon, maillet, maille",3
main,"mail, mais, maints, malin, marin",5
maintes,"maints, mais",2
maints,"maintes, main",2
maire,"mairie, maigre, mare, mire, marre",5
mairie,"maire, maigrir",2
mais,"mail, main, maison, marais, mars",5
maison,mais,1
maisonnette,maisonnée,1
maisonnée,maisonnette,1
majesté,majorité,1
majorité,majesté,1
malade,"maladie, maladif",2
maladie,"maladif, malade, malle, malice, malhabile",5
maladif,"maladie, malade",2
malaise,"malaisé, malle, malhabile, maléfice",4
malaisé,"malaise, malgré",2
malaxer,"malmener, malheur",2
malchance,malchanceux,1
malchanceux,malchance,1
malfaiteur,maltraiter,1
malgré,malaisé,1
malhabile,"maladie, malaise",2
malheur,"malmener, malaxer",2
malhonnête,malhonnêteté,1
malhonnêteté,malhonnête,1
malice,"milice, malingre, maladie",3
malin,"main, marin, matin",3
malingre,malice,1
malle,"maille, mallette, mlle, mille, maladie",5
mallette,malle,1
malmener,"malaxer, malheur",2
maltraiter,malfaiteur,1
malveillance,malveillant,1
malveillant,malveillance,1
maléfice,"maladie, malaise",2
maman,mamelon,1
mamelle,"marelle, mamie",2
mamelon,"melon, maman",2
mamie,"magie, manie, mamelle",3
manager,"manger, ménager, manoir",3
manche,"manchon, manchot, manchette, marche, manette",5
manchette,"manche, manette, manifeste",3
manchon,"manchot, manche",2
manchot,"manchon, manche, mandat",3
mandarin,mandarine,1
mandarine,"mandarin, mandataire, mansarde",3
mandat,"manquant, manchot",2
mandataire,mandarine,1
mander,"manger, manier",2
manette,"manchette, manifeste, manie, manche, mangue",5
manger,"mangeur, manager, mander, manier, magner",5
mangeur,"manger, manoir",2
mangue,"manque, maniaque, manette, manière",4
maniaque,"manie, manière, mangue, manigance, mansarde",5
manie,"manier, manif, mante, magie, mamie",5
maniement,manquement,1
manier,"manie, mander, manger, marier, manipuler",5
manif,manie,1
manifestant,manifestement,1
manifeste,"manifester, manette, manivelle, manchette",4
manifestement,manifestant,1
manifester,manifeste,1
manigance,maniaque,1
manipuler,"manier, manquer",2
manivelle,manifeste,1
manière,"matière, maniaque, mante, manche, mangue",5
manoeuvre,manoeuvrer,1
manoeuvrer,manoeuvre,1
manoir,"manager, mangeur, manquer",3
manquant,"manquement, mandat",2
manque,"manquer, manqué, mangue, marque, masque",5
manquement,"maniement, manquant",2
manquer,"manque, marquer, masquer, manqué, manipuler",5
manqué,"manque, manquer, marqué, masqué",4
mansarde,"mandarine, manière, maniaque",3
mante,"manteau, manie, manière",3
manteau,"mante, marteau",2
manège,manette,1
maquette,moquette,1
maquis,marquis,1
marais,mais,1
maraud,marchand,1
maraîcher,"marcher, marcheur",2
marbre,"marbrer, marre, mare, marelle, mariage",5
marbrer,"marbre, marrer, marteler, martyr, marcheur",5
marc,"mare, mari, mark, mars, marche",5
marchand,"marchant, marchander, maraud",3
marchander,"marchand, marcher",2
marchant,marchand,1
marche,"marcher, marché, marcheur, manche, marc",5
marcher,"marche, marcheur, marché, maraîcher, marchander",5
marcheur,"marcher, marche, maraîcher, marier, marrer",5
marché,"marche, marcher, marc",3
mardi,"mari, martini",2
mare,"marre, marc, mari, mark, mars",5
marelle,"margelle, mamelle, mare, marmaille, marre",5
marge,"mare, mage, marne, marre, marée",5
margelle,"marelle, marge, marmaille, marmelade",4
marginal,maréchal,1
mari,"marin, marié, marc, mare, mark",5
mariage,"maritime, mare, marne, marre, marée",5
marier,"mariner, madrier, marrer, manier, mari",5
marigot,"martinet, marrant",2
marin,"marine, mari, marié, mariner, main",5
marine,"mariner, marin, marne, mari, maritime",5
mariner,"marine, marier, marin, marmonner, marteler",5
maritime,"marine, mariage, marxisme, marmite, marotte",5
marié,"mari, marin",2
mark,"marc, mare, mari, mars",4
marmaille,"marelle, margelle, marmite, marraine",4
marmelade,"marelle, margelle",2
marmite,"marmaille, maritime, mare, marge, marne",5
marmonner,mariner,1
marmot,marrant,1
marne,"marine, mare, marge, marre, marée",5
marocain,marin,1
maroquin,marin,1
marotte,"marxiste, mare, marge, marne, marre",5
marque,"marquer, marqué, marquis, manque, masque",5
marquer,"marque, manquer, masquer, marqué, marteler",5
marquis,"maquis, marque, marqué, mars",4
marqué,"marque, marquer, marquis, manqué, masqué",5
marraine,"marre, marne, marmaille, mariage, marmite",5
marrant,"marmot, martinet, marigot",3
marre,"marrer, mare, marbre, marge, marne",5
marrer,"marre, marbrer, marier, mare, marteler",5
marron,martien,1
mars,"marc, mare, mari, mark, mais",5
marteau,manteau,1
marteler,"martyr, marier, marrer, marbrer, marcher",5
martial,maréchal,1
martien,marron,1
martinet,"martini, marigot, marrant",3
martini,"martinet, mari, mardi",3
martyr,"martyre, marteler, marbrer, marcher, mariner",5
martyre,"martyr, mare, marelle, marge, marne",5
marxisme,"marxiste, maritime, marine, mariage, marmite",5
marxiste,"marxisme, marotte, marine, mariage",4
marécage,"marécageux, marée, marge, marche",4
marécageux,marécage,1
maréchal,"martial, marginal",2
marée,"mare, marge, marne, marre, marécage",5
masque,"masquer, masqué, massue, manque, marque",5
masquer,"masque, manquer, marquer, masqué, mastiquer",5
masqué,"masque, masquer, manqué, marqué",4
massacre,"massacrer, masse, massue, masure",4
massacrer,"massacre, masser",2
massage,"message, masque, masure",3
masse,"masser, massue, masseur, messe, massacre",5
masser,"masse, masseur, mauser, massacrer",4
masseur,"masser, masse",2
massue,"masse, masque, massacre",3
mastiquer,"masquer, masturber",2
masturber,"mastiquer, masquer",2
masure,"maure, mesure, massacre, massage",4
matador,mater,1
matelas,maths,1
mater,"muter, matador",2
maternel,matinal,1
maths,matelas,1
matin,"matinal, matinée, main, maton, malin",5
matinal,"matin, maternel",2
matinée,"matin, matrice, matrone",3
matière,"manière, matrice, matrone",3
maton,"matou, matin, maçon",3
matou,maton,1
matraque,"matrice, matrone, matricule",3
matrice,"matricule, matraque, matinée, matière",4
matricule,"matrice, matraque",2
matrone,"matraque, matinée, matière",3
matériau,matériel,1
matériel,matériau,1
maudire,"maudit, mauve",2
maudit,maudire,1
maugréer,mauser,1
maure,"masure, mare, mauve, maire, marre",5
mauser,"masser, maugréer",2
mausolée,maussade,1
maussade,mausolée,1
mauve,"maure, maudire",2
maxime,maximum,1
maximum,maxime,1
maçon,maton,1
maçonner,maçonnerie,1
maçonnerie,maçonner,1
maître,maîtresse,1
maîtresse,maître,1
maîtrise,maîtriser,1
maîtriser,maîtrise,1
maïa,maïs,1
maïs,"maïa, mais, mars",3
melon,mamelon,1
menace,"menacer, menacé, menotte",3
menacer,"menace, menacé, meneur, mentir, menteur",5
menacé,"menace, menacer",2
mendier,"merdier, menuisier, meneur, menteur",4
mener,"meneur, miner",2
meneur,"menteur, mener, mineur, menacer, mendier",5
menotte,"menace, mensonge",2
mensonge,"mensonger, menotte",2
mensonger,"mensonge, mentionner",2
mensuel,mental,1
mental,mensuel,1
menteur,"meneur, metteur, menacer, mendier",4
mention,"menton, mentir",2
mentionner,mensonger,1
mentir,"mention, menacer",2
menton,mention,1
menuisier,mendier,1
mercenaire,mercerie,1
mercerie,mercenaire,1
merci,"mercier, mercredi",2
mercier,"merci, merdier",2
mercredi,merci,1
mercure,"merde, merle",2
merde,"merder, merdeux, merle, merdique, mercure",5
merder,"merde, merdier, merdeux",3
merdeux,"merde, merder",2
merdier,"merder, mendier, mercier",3
merdique,merde,1
merle,"merde, meule, mercure",3
merveille,merveilleux,1
merveilleux,merveille,1
mess,"messe, mets, miss",3
message,"messager, massage, mesure",3
messager,"message, mesurer",2
messe,"mess, masse",2
mesure,"mesurer, mesuré, masure, message",4
mesurer,"mesure, mesuré, messager",3
mesuré,"mesure, mesurer",2
mets,mess,1
metteur,menteur,1
meuble,"meubler, meublé, meule, meurtre",4
meubler,"meuble, meublé",2
meublé,"meuble, meubler",2
meule,"meuble, meute, mule, merle, moule",5
meurtre,"meurtri, meurtrir, meurtrier, meule, meuble",5
meurtri,"meurtrir, meurtre, meurtrier",3
meurtrier,"meurtrir, meurtri, meurtre",3
meurtrir,"meurtri, meurtrier, meurtre",3
meute,meule,1
mi-clos,mi-corps,1
mi-corps,mi-clos,1
miche,"miché, mioche, moche, mèche, microbe",5
miché,miche,1
micro,microbe,1
microbe,"micro, miche",2
microscope,microscopique,1
microscopique,microscope,1
miel,mien,1
mielleux,"moelleux, mieux",2
mien,"miens, miel, mienne, mine",4
mienne,"miennes, mien",2
miennes,mienne,1
miens,mien,1
miette,"mirette, muette",2
mieux,"miteux, mielleux",2
mignon,moignon,1
milice,"malice, millième",2
milicien,million,1
milieu,millier,1
militaire,millénaire,1
mille,"maille, mlle, malle, millième",4
milliardaire,millionnaire,1
millier,milieu,1
millimètre,millième,1
million,milicien,1
millionnaire,"missionnaire, millénaire, milliardaire",3
millième,"millimètre, mille, milice",3
millénaire,"millionnaire, militaire",2
mimer,"miner, mirer, miser",3
minable,"mine, mince, minime, minute, minutie",5
minaret,minuit,1
minauder,"miner, mineur",2
mince,"minceur, mine, minable, minutie",4
minceur,"mineur, mince, minuter",3
mine,"miner, minet, mince, mineur, moine",5
miner,"mine, minet, mineur, mimer, mirer",5
minet,"mine, miner",2
mineur,"minceur, miner, mine, meneur, minuter",5
minime,"minimum, ministre, minable, minutie",4
minimum,minime,1
ministre,"ministère, minime, minute, minutie",4
ministère,ministre,1
minuit,minaret,1
minute,"minuter, minutie, minuterie, minable, ministre",5
minuter,"minute, minuterie, mineur, minceur",4
minuterie,"minuter, minutie, minute",3
minutie,"minutieux, minute, minuterie, mine, mince",5
minutieux,minutie,1
mioche,"miche, moche",2
mirabelle,miracle,1
miracle,"mirabelle, mire, mirette",3
mirador,"mirer, miroir",2
mirage,mirette,1
mire,"mirer, mitre, maire, moire, mirette",5
mirer,"mire, mimer, miner, miser, murer",5
mirette,"miette, murette, mire, mirage, miracle",5
miroir,"miroiter, mirador",2
miroitant,miroitement,1
miroitement,miroitant,1
miroiter,"miroir, mirer",2
mise,"miser, miss, missel, mine, mire",5
miser,"mise, mimer, miner, mirer",4
miss,"mise, missel, mess",3
missel,"miss, mise, mistral",3
missionnaire,millionnaire,1
missive,"mise, misère",2
mistral,"magistral, missel",2
misère,missive,1
mitard,motard,1
mite,"mitre, miteux, mixte, moite, mine",5
miteux,"mieux, mite",2
mitraille,"mitrailler, mitrailleur, mitraillette",3
mitrailler,"mitraille, mitrailleur",2
mitraillette,mitraille,1
mitrailleur,"mitrailler, mitraille",2
mitre,"mite, mire, mètre",3
mixte,mite,1
mlle,"malle, mille, mule, mâle, môle",5
mobilier,"mobiliser, mobilité",2
mobiliser,mobilier,1
mobilité,mobilier,1
moche,"mouche, mioche, miche, mèche",4
modalité,"moralité, modelé",2
mode,"modelé, monde, moderne, modeste, moue",5
modeler,"moduler, modelé, modifier",3
modelé,"modeler, mode, modèle, modalité",4
moderne,"mode, modestie, modèle",3
modeste,"modestie, mode, modèle",3
modestie,"modeste, moderne",2
modifier,"momifier, modeler, moduler, modérer",4
moduler,"mouler, modeler, modifier",3
modèle,"modelé, moderne, modeste",3
modérer,"modéré, modifier",2
modéré,modérer,1
moelle,"moelleux, moellon",2
moelleux,"moelle, mielleux",2
moellon,moelle,1
moignon,mignon,1
moindre,moite,1
moine,"moins, moineau, moire, moite, mine",5
moineau,moine,1
moins,"moine, mois",2
moire,"moiré, mémoire, moine, moite, mire",5
moiré,moire,1
mois,"moisi, moins, moisir, mors, mais",5
moisi,"moisir, mois",2
moisir,"moisi, mois, moiteur",3
moisson,mousson,1
moite,"moiteur, moine, moire, mite, motte",5
moiteur,"moniteur, moteur, moite, moisir",4
molaire,molosse,1
mollement,"moralement, mollet",2
mollet,mollement,1
molosse,molaire,1
momifier,modifier,1
monarchie,"monarchiste, monarque",2
monarchiste,monarchie,1
monarque,"monarchie, montre",2
monastère,"montre, monture",2
monceau,morceau,1
monde,"mode, monnaie, monocle, monstre, montage",5
mondial,mongol,1
mongol,mondial,1
moniteur,"moiteur, montrer",2
monnaie,"monétaire, monde, montre, montée, montagne",5
monocle,"monocorde, monotone, monticule, monde, montre",5
monocorde,"monocle, monotone, monopole, monotonie, monologue",5
monologue,"monopole, monotone, monotonie, monocorde",4
monopole,"monologue, monotonie, monocorde",3
monotone,"monotonie, monocle, monocorde, monologue, montagne",5
monotonie,"monotone, monopole, monocorde, monologue",4
monseigneur,monsieur,1
monsieur,"monseigneur, monter, montrer",3
monstre,"montre, monétaire, monde, monotone, monnaie",5
mont,"monté, monter, montre, montée, montant",5
montage,"montagne, montant, monétaire, monde, monotone",5
montagne,"montage, montre, montée, monture, monotone",5
montant,"montage, mont, monument",3
monter,"montrer, montre, mont, monsieur",4
monticule,"monture, monocle",2
montre,"montrer, monture, monstre, montée, monter",5
montrer,"montre, monter, moniteur, monsieur",4
monture,"montre, montagne, monticule, monastère, monétaire",5
monté,"montée, mont",2
montée,"monté, montre, mont, montagne, monotone",5
monument,"monumental, montant",2
monumental,monument,1
monétaire,"montre, monstre, monture, monnaie, montage",5
moquer,"moqueur, moquerie",2
moquerie,moquer,1
moquette,"mouette, maquette",2
moqueur,moquer,1
moral,"morale, mural",2
morale,"moral, moraliste, morbide, morsure",4
moralement,"mollement, mortellement",2
moraliste,morale,1
moralité,modalité,1
morbide,"morne, morue, morve, morale, mordre",5
morceau,monceau,1
mordant,mort,1
mordiller,"morfler, mortier, mortifier",3
mordre,"moudre, morfondre, morbide",3
morfler,"mordiller, mortifier",2
morfondre,mordre,1
morgue,"morue, morbide",2
morne,"morue, morve, moine, marne, morphine",5
morose,"morbide, morsure",2
morphine,"morne, morbide",2
mors,"mort, mois, mars",3
morsure,"mortuaire, morne, morve, morale, morose",5
mort,"mors, mortel, mont, mordant",4
mortel,mort,1
mortellement,moralement,1
mortier,"mortifier, mordiller",2
mortifier,"mortier, morfler, mordiller",3
mortuaire,morsure,1
morue,"morgue, moue, morne, morve, morbide",5
morve,"morveux, morne, morue, morbide, morsure",5
morveux,morve,1
mosaïque,mosquée,1
mosquée,mosaïque,1
motard,"moutard, mitard",2
moteur,"moiteur, motiver",2
motiver,moteur,1
motocyclette,motocycliste,1
motocycliste,motocyclette,1
motte,moite,1
mouche,"moucher, moche, moustache, mouette, moulure",5
moucher,"mouche, moucheron, mouiller, mourir, mouvoir",5
moucheron,"moucher, mouron",2
mouchoir,mourir,1
moudre,"mordre, mouette, moutarde",3
moue,"moule, morue, mouette, mode, moulure",5
mouette,"moquette, muette, mouflette, moue, moule",5
moufle,"mouflet, moule, mouflette, mufle, mouette",5
mouflet,"moufle, mouflette, moulinet, moulant, mourant",5
mouflette,"mouflet, moufle, mouette",3
moufter,"mouiller, mourir, mouvoir",3
mouiller,"mouillé, moucher, moufter, mousser",4
mouillé,mouiller,1
moulant,"mourant, mouvant, mouflet",3
moule,"mouler, moult, moufle, moue, mule",5
mouler,"moule, moduler, mouvoir",3
moulin,"moulinet, mousson",2
moulinet,"moulin, moult, mouflet, mourant, mouvant",5
moult,"moule, moulinet, mourant, mouvant",4
moulure,"moue, mouche, moufle, mousse, moutarde",5
mourant,"moulant, mouvant, moult, moulinet, mouflet",5
mourir,"mouchoir, moucher, moufter, mousser",4
mouron,"mouton, moucheron, mousseron",3
mousqueton,mousseron,1
mousse,"mousser, moussu, mousseux, mousson, mouette",5
mousser,"mousse, mousseron, mousseux, moussu, mouiller",5
mousseron,"mousser, mousson, mouron, mousqueton",4
mousseux,"mousse, mousser",2
mousson,"mousseron, moisson, mousse, moussu, moulin",5
moussu,"mousse, mousser, mousson",3
moustache,"moustachu, mouche, moustique, moutarde",4
moustachu,moustache,1
moustiquaire,moustique,1
moustique,"moustiquaire, moustache",2
moutard,"moutarde, motard",2
moutarde,"moutard, moustache, moudre, moulure",4
mouton,mouron,1
mouvant,"moulant, mourant, mouvement, moult, moulinet",5
mouvement,mouvant,1
mouvoir,"mouler, moucher, moufter, mousser",4
moyen,moyenne,1
moyenne,moyen,1
muer,"muet, murer, muter",3
muet,"muer, muette, mulet, muret, muguet",5
muette,"murette, musette, mouette, muet, miette",5
mufle,"moufle, mule",2
mugir,munir,1
muguet,muet,1
mule,"mulet, mufle, meule, moule, mlle",5
mulet,"mule, muet, muret",3
multiple,"multiplier, multitude",2
multiplier,multiple,1
multitude,multiple,1
munir,mugir,1
mural,moral,1
murer,"muret, murmurer, muer, muter, mirer",5
muret,"murer, murette, muet, mulet",4
murette,"muette, muret, musette, mirette, murmure",5
murmure,"murmurer, murette",2
murmurer,"murmure, murer",2
muscle,"muscler, musclé, musette, musique",4
muscler,"muscle, musclé",2
musclé,"muscle, muscler",2
musculaire,musculature,1
musculature,musculaire,1
musette,"muette, murette, musée, muscle, musique",5
music-hall,musical,1
musical,music-hall,1
musique,"musée, muscle, musette",3
musée,"musette, musique",2
mutation,"mutilation, mutin",2
muter,"muer, murer, mater",3
mutilation,mutation,1
mutiler,mutilé,1
mutilé,mutiler,1
mutin,"matin, mutation",2
myope,myopie,1
myopie,myope,1
myriade,myrtille,1
myrtille,myriade,1
mystique,mystère,1
mystère,mystique,1
mythe,mythique,1
mythique,mythe,1
mythologie,mythologique,1
mythologique,mythologie,1
mâchefer,"mâcher, mâchonner",2
mâcher,"mâchefer, mâchonner",2
mâchonner,"mâcher, mâchefer",2
mâle,"mlle, mule, môle",3
mèche,"miche, moche",2
mère,"mètre, mémère, mare, mire",4
mètre,"mère, mitre",2
méchamment,méchant,1
méchant,méchamment,1
médaille,médaillon,1
médaillon,"médaille, maillon",2
médecin,"médecine, médian",2
médecine,médecin,1
médian,médecin,1
médicament,médiocrement,1
médiocrement,médicament,1
méditatif,méditation,1
méditation,méditatif,1
méditer,mériter,1
médium,médius,1
médius,médium,1
méduse,"méduser, médusé",2
méduser,"méduse, médusé",2
médusé,"méduse, méduser",2
méfiance,méfiant,1
méfiant,méfiance,1
méfier,métier,1
mégot,magot,1
mélancolie,mélancolique,1
mélancolique,mélancolie,1
mélange,"mélanger, mélangé, mésange, mélodie, mélopée",5
mélanger,"mélange, mélangé",2
mélangé,"mélange, mélanger",2
mélodie,"mélodieux, mélange",2
mélodieux,mélodie,1
mélopée,mélange,1
mémoire,moire,1
mémère,mère,1
mémé,même,1
ménage,"ménager, ménagerie",2
ménager,"ménage, ménagerie, manager",3
ménagerie,"ménager, ménage",2
mépris,"méprise, mépriser",2
méprisable,méprise,1
méprise,"mépriser, mépris, méprisable",3
mépriser,"méprise, mépris",2
mérite,"mériter, méritoire",2
mériter,"mérite, méditer",2
méritoire,mérite,1
mésange,mélange,1
métallique,méthodique,1
métamorphose,métamorphoser,1
métamorphoser,métamorphose,1
métaphore,"météore, méthode",2
méthode,"méthodique, métaphore, métrage, métèque",4
méthodique,"méthode, métallique",2
métier,méfier,1
métrage,"méthode, métèque, météore",3
métro,météo,1
métèque,"méthode, métrage, météore",3
météo,"météore, métro",2
météore,"météo, métaphore, métrage, métèque",4
mêlé,mêlée,1
mêlée,mêlé,1
même,"mêmes, môme, mémé",3
mêmes,même,1
môle,"môme, mlle, mule, mâle",4
môme,"môle, même",2
nacelle,nacre,1
nacre,"nacrer, nacré, nacelle",3
nacrer,"nacre, narrer, navrer",3
nacré,"nacre, navré",2
nage,"nager, nageur, nuage, naze, naguère",5
nageoire,naguère,1
nager,"nage, nageur",2
nageur,"nager, nage",2
naguère,"nageoire, nage",2
naissance,naissant,1
naissant,naissance,1
nanti,nantir,1
nantir,nanti,1
nappe,nippe,1
narrateur,narrer,1
narrer,"nacrer, navrer, narrateur",3
nasal,"natal, naval",2
natal,"nasal, naval, national, naturel",4
nation,"national, notion",2
national,"nationale, nation, natal",3
nationale,"national, nationalisme, nationaliste",3
nationalisme,"nationaliste, nationale",2
nationaliste,"nationalisme, nationalité, nationale",3
nationalité,nationaliste,1
nature,naturel,1
naturel,"nature, natal",2
naufrage,naufragé,1
naufragé,naufrage,1
nausée,nauséeux,1
nauséeux,nausée,1
naval,"nasal, natal",2
navet,"navette, navrant",2
navette,"navet, navire",2
navigateur,naviguer,1
naviguer,"navigateur, navrer",2
navire,navette,1
navrant,navet,1
navrer,"nacrer, narrer, naviguer",3
navré,nacré,1
naze,"nazi, nage, nazisme",3
nazi,naze,1
nazisme,naze,1
neige,"neiger, neigeux",2
neiger,"neige, neigeux",2
neigeux,"neige, neiger",2
nerf,neuf,1
nerveux,neveux,1
neuf,nerf,1
neveu,neveux,1
neveux,"neveu, nerveux",2
niche,nicher,1
nicher,niche,1
nickel,nickelé,1
nickelé,nickel,1
nippe,nappe,1
noble,noblesse,1
noblesse,noble,1
noce,note,1
noir,"noix, noirci, noircir",3
noirci,"noircir, noir",2
noircir,"noirci, noir",2
noirâtre,noisette,1
noisette,noirâtre,1
noix,noir,1
nomade,noyade,1
nombre,"nombreux, nombril",2
nombreux,nombre,1
nombril,nombre,1
nonchalamment,nonchalant,1
nonchalance,nonchalant,1
nonchalant,"nonchalance, nonchalamment",2
nord,normand,1
nord-est,nord-ouest,1
nord-ouest,nord-est,1
normal,"normale, normand",2
normale,"normal, normalien",2
normalien,"normale, norvégien",2
normand,"normal, nord",2
norvégien,normalien,1
nostalgie,nostalgique,1
nostalgique,nostalgie,1
notable,"note, notre, notice, notoire",4
notaire,"notoire, note",2
note,"noter, notre, noce, notable, notaire",5
noter,"note, notre, nouer, noyer, notifier",5
notice,"novice, notable",2
notifier,noter,1
notion,nation,1
notoire,"notaire, note, notable",3
notre,"note, noter, nôtre, notable",4
nouer,"noter, noyer, nourrir",3
nounou,"nounours, nouveau",2
nounours,nounou,1
nourri,"nourrir, nourrice",2
nourrice,"nourri, nourricier, nourrir, nourriture",4
nourricier,"nourrice, nourrir",2
nourrir,"nourri, nourrice, nourricier, nouer",4
nourriture,nourrice,1
nous,noué,1
nouveau,"nouveauté, nouvel, nounou",3
nouveau-né,nouveauté,1
nouveauté,"nouveau, nouveau-né",2
nouvel,"nouvelle, nouveau",2
nouvelle,nouvel,1
noué,"nous, noyé",2
novice,notice,1
noyade,nomade,1
noyer,"noter, nouer",2
noyé,noué,1
nuage,nage,1
nuance,nuancer,1
nuancer,nuance,1
numéro,numéroté,1
numéroter,numéroté,1
numéroté,"numéroter, numéro",2
nécessiter,nécessité,1
nécessité,nécessiter,1
négatif,négation,1
négation,"négatif, négociation",2
négligeable,négligence,1
négligemment,négligent,1
négligence,"négligent, négligeable",2
négligent,"négligence, négliger, négligemment",3
négliger,"négligent, négligé, négocier",3
négligé,négliger,1
négociation,négation,1
négocier,négliger,1
nôtre,"nôtres, notre",2
nôtres,nôtre,1
objecter,objectif,1
objectif,"objection, objecter",2
objection,objectif,1
obliger,obligé,1
obligé,obliger,1
oblique,obliquer,1
obliquer,oblique,1
obscur,"obscurcir, obséder, obstruer",3
obscurcir,obscur,1
obscurément,obstinément,1
observateur,observer,1
observation,obstination,1
observer,"observateur, obséder, obstiner",3
obstination,observation,1
obstiner,"obstiné, observer, obséder",3
obstiné,"obstiner, obsédé",2
obstinément,obscurément,1
obstruer,"obséder, obscur",2
obséder,"obsédé, observer, obstiner, obstruer, obscur",5
obsédé,"obséder, obstiné",2
obtus,obus,1
obus,obtus,1
obéissance,obéissant,1
obéissant,obéissance,1
occase,occulte,1
occasion,occupation,1
occident,"occidental, occiput, occupant",3
occidental,occident,1
occiput,"occident, occupant",2
occulte,occase,1
occupant,"occident, occiput",2
occupation,occasion,1
occuper,occupé,1
occupé,occuper,1
ocre,ogre,1
octave,octobre,1
octobre,octave,1
odorant,odorat,1
odorat,odorant,1
oeuvre,oeuvrer,1
oeuvrer,oeuvre,1
offense,"offenser, offensé, offensif, offensive, offre",5
offenser,"offense, offensé, offensif, officier",4
offensif,"offensive, offense, offensé, offenser",4
offensive,"offensif, offense",2
offensé,"offense, offenser, offensif",3
office,offense,1
officiel,"officier, officine",2
officier,"officiel, officine, offenser, offrir",4
officine,"officiel, officier",2
offrande,"offre, offense",2
offre,"offrande, offense",2
offrir,officier,1
ogive,olive,1
ogre,"ogresse, ocre, orge",3
ogresse,ogre,1
oiseux,osseux,1
olive,ogive,1
ombrage,"ombrager, ombrageux, ombrelle",3
ombrager,"ombrage, ombrageux",2
ombrageux,"ombrage, ombrager, ombreux, orageux",4
ombre,"ombrer, ombreux, ombrelle",3
ombrelle,"ombre, ombrage",2
ombrer,"ombre, ombreux",2
ombreux,"ombre, ombrageux, ombrer",3
omelette,omettre,1
omettre,omelette,1
once,"oncle, onde, onze",3
oncle,"once, ongle",2
