german_word,english_translation,german_sentence,english_sentence
draußen,outside,Es ist kalt draußen.,It's cold outside.
"drehen, dreht, drehte, hat gedreht","to turn, rotate",Zum Öffnen der Dose müssen Sie den Deckel drehen.,"To open the can, you must turn the lid."
dringend,urgent,Ich muss dich dringend sprechen.,I have to speak to you urgently.
"drin, drinnen","indoor, inside",Wo wollt ihr sitzen? Draußen oder drinnen?,Where do you want to sit? Outside or inside?
"die Drogerie, -n",pharmacist,Waschmittel bekommst du in der Drogerie.,Detergent you get in the drugstore.
drüben,over there,Dort drüben ist die Haltestelle.,Over there is the stop.
"drucken, druckt, druckte, hat gedruckt",to print,Warum hast du den Brief noch nicht ausgedruckt?,Why did not you print the letter yet?
"der Drucker, -",printer,Ich brauche einen neuen Drucker für meinen Computer.,I need a new printer for my computer.
"drücken, drückt, drückte, hat gedrückt","to press, pinch, keep down, oppress",Sie brauchen nur auf den Knopf zu drücken.,You just have to press the button.
der Druck (Sg.),pressure,Durch einen Knopfdruck schaltet man das Gerät ein.,By pressing a button you turn on the device.
dumm,dumb,"Entschuldigung, das war dumm von mir.","Sorry, that was stupid of me."
dunkel,dark,Um sechs Uhr ist es schon dunkel.,It is already dark at six o'clock.
dünn,thin,Mein Sohn ist sehr dünn. Er isst zu wenig.,My son is very thin. He does not eat enough.
durch,through,Wir sind mit dem Fahrrad durch den Wald gefahren.,We cycled through the woods.
durcheinander,"in a mess, confused",Alle meine Sachen sind durcheinan der. Ich finde nichts mehr.,All my things are messed up. I can not find anything anymore.
"die Durchsage, -n",announcement (radio),"Achtung, Achtung, eine wichtige Durchsage!","Attention, attention, an important announcement!"
durchschnittlich,on average,Die Preise sind im letzten Jahr um durchschnittlich 6 % gestiegen.,Prices have risen by an average of 6% over the past year.
"dürfen, darf, durfte, / … dürfen",to be allowed to,Dürfen wir heute länger fernsehen?,May we watch TV longer today?
der Durst (Sg.),thirst,Ich hole Ihnen etwas zu trinken. Sie haben sicher Durst.,I'll get you something to drink. You are probably thirsty.
"duschen, duscht, duschte, hat geduscht",to shower,"Wenn Sie (sich) duschen wollen, das Badezimmer ist dort hinten links.","If you want to take a shower, the bathroom is at the back left."
"die Dusche, -n",shower,Ich gehe morgens unter die Dusche.,I go into the shower in the morning.
"die DVD, -s",DVD,Lass uns heute Abend eine DVD anschauen.,Let's watch a DVD this evening.
eben,"exactly, just, level, smooth",Ich bin eben erst angekommen.,I have just arrived.
ebenfalls,likewise,"Ich wünsche Ihnen ein schönes Wochenende. - Danke, ebenfalls.",I wish you a nice weekend. - Thanks to you too.
ebenso,just as,"Schöne Feiertage. - Danke, ebenso.",Happy holidays. - Thank you too.
echt,"real, really",Ich träume von einem echten Perserteppich.,I dream of a real Persian carpet.
"die EC-Karte, -n",EC card (bank card),Bezahlen Sie bar? Sie können auch mit der ec-Karte zahlen.,Do you pay cash? You can also pay with the ec card.
Karte,map,Bezahlen Sie bar? Sie können auch mit der ec- Karte zahlen.,Do you pay cash? You can also pay with the ec card.
"die Ecke, -n",corner,Das Regal stellen wir hier in die Ecke.,We place the shelf here in the corner.
egal,all the same,"Es ist mir ganz egal, was die Leute denken.",I do not care what people think.
"die Ehe, -n",marrige,Sie hat zwei Kinder aus erster Ehe.,She has two children from her first marriage.
"die Ehefrau, -en / der Ehemann, -""er",wife,Wie heißt Ihre Ehefrau mit Vornamen?,What's your first name wife?
"der Ehegatte, -n / die Ehegattin, -nen",spouse,Für Ehegatten gibt es eine Ermäßigung.,"For spouses, there is a discount."
"das Ehepaar, -e",married couple,Das Ehepaar unter uns hat zwei Kinder.,The couple among us has two children.
eher,"sooner, rather, more",Ich stehe meist eher auf als mein Mann.,I usually get up rather than my husband.
die Ehre (Sg.),honor,"Es ist eine große Ehre für mich, Sie hier zu begrüßen.",It is a great honor for me to welcome you here.
"das Ei, -er",egg,Möchtest du zum Frühstück ein Ei?,Would you like an egg for breakfast?
eigen,"own, peculiar, particular",Fast jedes Kind hat ein eigenes Zimmer.,Almost every child has their own room.
eigentlich,"actually, real, actual","Wir wollten eigentlich Freunde besuchen, aber dann sind wir doch zu Hause geblieben.","We wanted to visit friends, but then we stayed home."
"sich eignen, eignet, eignete, hat geeignet",to be suited,Dieses Hotel eignet sich besonders für Familien mit Kindern.,This hotel is ideal for families with children.
"eilen, eilt, eilte, ist geeilt/hat geeilt",to hurry,Es eilt sehr. Bitte machen Sie schnell.,It is very urgent. Please move quickly.
die Eile (Sg.),haste,Ich bin sehr in Eile.,I'm in a hurry.
eilig,"hasty, hurry",Hast du es eilig?,Are you in a hurry?
ein,a,Ich nehme ein Bier. Willst du auch eins?,I take a beer. Do you want one too?
"die Einbahnstraße, -n",one way street,Die Goethestraße ist jetzt eine Einbahnstraße.,Goethestraße is now a one-way street.
"einbrechen, bricht ein, brach ein, ist eingebrochen",to break in,Jemand ist in unsere Wohnung eingebrochen.,Someone broke into our apartment.
"der Einbrecher, -",burglar,Die Einbrecher haben nichts gestohlen.,The burglars did not steal anything.
"der Einbruch, -""e",break in,In der Urlaubszeit gibt es viele Wohnungseinbrüche.,"In the holiday season, there are many flat burglaries."
eindeutig,clearly,Das Ergebnis ist eindeutig. Du hast gewonnen.,The result is clear. You won.
"der Eindruck, -""e",impression,Ich finde die Leute auf der Straße ziemlich unfreundlich. Wie ist dein Eindruck?,I find the people in the street quite unfriendly. What is your impression?
einerseits,on one hand,"Ich finde dieses Gesetz einerseits richtig, andererseits wird dadurch alles teurer.","On the one hand, I think this law is correct, but on the other hand everything becomes more expensive."
einfach,single,"Hin und zurück? - Nein, bitte nur einfach.","Round trip? - No, just just."
"die Einfahrt, -en","driving in, entrance, slip road",Da parkt wieder jemand vor unserer Einfahrt.,Somebody's parked outside our driveway again.
"einfallen, fällt ein, fiel ein, ist eingefallen","to fall in, collapse","Mir ist wieder eingefallen, wie das Buch heißt.",I remembered what the book is called.
"der Einfall, -""e","incidence, idea",Frag einfach meine Freundin. Sie hat immer gute Einfälle.,Just ask my girlfriend. She always has good ideas.
"der Einfluss, -""e",influence,Mein Nachbar hat sehr viel Einfluss im Sportverein.,My neighbor has a lot of influence in the sports club.
"die Einführung, -en",introduction,"Bevor der Kurs anfängt, gibt es eine kurze Einführung.","Before the course starts, there is a short introduction."
"der Eingang, -""e",entrance,Das Gebäude hat zwei Eingänge.,The building has two entrances.
einig,several,In diesem Bericht sind einige Fehler.,There are some mistakes in this report.
"einigen, einigt, einigte, hat geeinigt",to agree on something,Jeder hat einen anderen Vorschlag.,Everyone has a different proposal.
"einkaufen, kauft ein, kaufte ein, hat eingekauft",to shop,Wir gehen einmal pro Woche einkaufen.,We go shopping once a week.
"der Einkauf, -""e",shopping,Achten Sie beim Einkauf auf Sonderangebote.,Pay attention to special offers when shopping.
"das Einkommen, -",income,Bei einem höheren Einkommen muss man mehr Steuern zahlen.,With a higher income you have to pay more taxes.
"einladen, lädt ein, lud ein, hat eingeladen",to invite,Darf ich Sie zum Essen einladen?,May I invite you to dinner?
"die Einladung, -en",invitation,Danke für die Einladung.,Thanks for the invitation.
einmal,once,Ich habe diese Oper leider nur einmal gesehen.,"Unfortunately, I only saw this opera once."
"einnehmen, nimmt ein, nahm ein, hat eingenommen","to take, take up",Wie muss ich die Tropfen einnehmen?,How should I take the drops?
"die Einnahme, -n","revenue, takings, income",Unser Geschäft läuft gut. Unsere Einnahmen waren in diesem Monat höher als im letzten.,Our business is going well. Our revenue was higher this month than last month.
"einpacken, packt ein, packte ein, hat eingepackt",to pack,Hast du Handtücher eingepackt?,Did you pack towels?
"einrichten, richtet ein, richtete ein, hat eingerichtet","to establish, set up, furnish",Ich habe meine Wohnung selbst eingerichtet.,I have furnished my apartment myself.
"die Einrichtung, -en","furnishings, organisation, equipment","Deine Wohnung ist sehr gemütlich, die Einrichtung gefällt mir sehr gut.","Your apartment is very cozy, I like the decor very well."
einsam,"lonely, solitary",Ohne meine Familie fühle ich mich ein bisschen einsam.,I feel a bit lonely without my family.
"einschalten, schaltet ein, schaltete ein, hat eingeschaltet",to turn on,Können Sie bitte die Heizung einschalten?,Can you turn on the heater please?
einschließlich,inclusive,Alles zusammen kostet 200 Euro einschließlich Fahrtkosten.,All together costs 200 euros including travel expenses.
"das Einschreiben, -",registered mail/ post,Ich habe den Brief als Einschreiben geschickt.,I sent the letter as registered mail.
"einsetzen, setzt ein, setzte ein, hat eingesetzt","to put, set, install",Firmen setzen immer mehr Computer ein.,Companies are using more and more computers.
"einsteigen, steigt ein, stieg ein, ist eingestiegen","to board, get in",Ab 20 Uhr vorne beim Fahrer einsteigen.,From 20 clock in front of the driver board.
"einstellen, stellt ein, stellte ein, hat eingestellt","to employ, take on, adjust",Die Zeitarbeitsfirma stellt oft neue Leute ein.,The temporary employment agency often hire new people.
"eintragen, trägt ein, trug ein, hat eingetragen","to enter, put one's name down",Tragen Sie sich bitte in die Liste ein.,Please enter in the list.
"eintreten, tritt ein, trat ein, ist eingetreten","to enter, occur",Letztes Jahr bin ich in einen Sportverein eingetreten.,Last year I joined a sports club.
"der Eintritt, -e","admission, entrance",Kinder über 10 Jahre zahlen den vollen Eintritt.,Children over 10 years pay full entry.
einverstanden,agreed,"Als Termin schlage ich den 3. Mai vor. - Gut, einverstanden!","As an appointment, I suggest the 3rd of May. - OK, agreed!"
"der Einwohner, -",inhabitant,Berlin hat über drei Millionen Einwohner.,Berlin has over three million inhabitants.
"einzahlen, zahlt ein, zahlte ein, hat eingezahlt",to pay in,Ich habe gestern Geld auf mein Bankkonto eingezahlt.,I deposited money into my bank account yesterday.
einzeln,"single, odd (from a pair)","Dieses Mineralwasser gibt es nur im Kasten, nicht einzeln.","This mineral water is only available in the box, not individually."
Einzel-,only-,"z. B. Einzelkind, Einzelzimmer","z. B. single child, single room"
"die Einzelheit, -en","particular, detail",Du musst mir das in allen Einzelheiten erzählen.,You have to tell me that in all details.
einzig,"only, unique",Wir waren die einzigen Gäste.,We were the only guests.
"einziehen, zieht ein, zog ein, ist eingezogen","to move in, draw in, take in",Die Wohnung ist fertig. Wir können nächste Woche einziehen.,The apartment is ready. We can move in next week.
das Eis (Sg.),ice cream,Zum Nachtisch gibt es Schokoladeneis.,"For dessert, there is chocolate ice cream."
"das Eisen, -",iron,Sie müssen Eisentabletten nehmen.,You have to take iron tablets.
"die Eisenbahn, -en",railway,Die Kinder wünschen sich eine elektrische Eisenbahn.,The kids want an electric train.
elegant,elegant,Ich finde dein Kleid sehr elegant.,I think your dress is very elegant.
elektrisch,electrical,"Wir kochen nicht mit Gas, sondern elektrisch.","We do not cook with gas, but electrically."
Elektro-,electric,"z. B. Elektrogeschäft, Elektroingenieur, Elektroherd","z. B. electrical business, electrical engineer, electric stove"
elektronisch,electronic,Wir schicken nichts mehr per Post. Alles geht elektronisch.,We will not send anything by mail. Everything goes electronically.
die Eltern (Pl.),parents,Ich wohne noch bei meinen Eltern.,I still live with my parents.
"der Elternabend, -e",parents evening,Am Donnerstag ist in der Schule meiner Tochter Elternabend.,On Thursday at my daughter's school is parents' evening.
"der Elternbeirat, -""e",parent council,"Ich bin Mitglied im Elternbeirat. Wenn es Probleme mit der Schule gibt, sprechen wir mit dem Direktor.","I am a member of the parents' council. If there are problems with the school, we talk to the director."
"die E-Mail, -s",e mail,Ich schicke dir morgen eine E- Mail.,I'll send you an e-mail tomorrow.
"empfangen, empfängt, empfing, hat empfangen",to receive,Wir können mit Satellitenantenne über 30 Programme empfangen.,We can receive over 30 programs with satellite antenna.
"der Empfang, -""e",reception,Bitte den Empfang bestätigen!,Please confirm the receipt!
"empfehlen, empfiehlt, empfahl, hat empfohlen",to recommend,Was können Sie mir denn empfehlen?,What can you recommend to me?
"die Empfehlung, -en",recommendation,Ich rufe auf Empfehlung von Herrn Weber an.,I call on the recommendation of Mr Weber.
"enden, endet, endete, hat geendet",to end,Der Straße endet hier.,The road ends here.
"das Ende, -n",end,Ich wohne am Ende der Straße.,I live at the end of the street.
endgültig,"final, definite",Damit ist das Problem endgültig gelöst.,This finally solves the problem.
endlich,finally,Endlich haben wir eine schöne Wohnung gefunden.,Finally we have found a nice apartment.
"die Energie, -n",energy,Wir müssen Energie sparen.,We have to save energy.
eng,tight,Die Jacke ist mir zu eng.,The jacket is too tight for me.
"der Enkel, -",grandchild,Alle meine Enkel gehen schon zur Schule.,All my grandchildren are already at school.
"entdecken, entdeckt, entdeckte, hat entdeckt",to discover,Ich habe in deinem Brief noch ein paar Fehler entdeckt.,I discovered a few mistakes in your letter.
entfernt,"away, remote",Das Hotel liegt etwa 100 m vom Strand entfernt.,The hotel is about 100 meters from the beach.
"die Entfernung, -en",distance,Aus dieser Entfernung ist das nicht zu erkennen.,This is not apparent from this distance.
entgegenkommen,"to come towards, approach",Auf dem Weg nach Hause ist mir mein Nachbar entgegengekommen.,On the way home my neighbor has come to meet me.
"enthalten, enthält, enthielt, hat enthalten",to contain,Diese Schokolade enthält nur sehr wenig Zucker.,This chocolate contains very little sugar.
entlang,along,Gehen Sie diese Straße entlang. Dann kommen Sie direkt zum Bahnhof.,Go this street. Then you come directly to the station.
"entlassen, entlässt, entließ, hat entlassen","to dismiss, discharge",Die Operation ist gut gelaufen. Wir können Sie nächste Woche aus dem Krankenhaus entlassen.,The surgery went well. We can release you from the hospital next week.
"entscheiden, entscheidet, entschied, hat entschieden",to decide,"Das kann ich nicht allein entscheiden, da muss ich erst fragen.","I can not decide that alone, because I have to ask first."
"die Entscheidung, -en",decision,Diese wichtige Entscheidung möchte ich zuerst mit meinem Mann besprechen.,I would like to discuss this important decision with my husband first.
"sich entschließen, entschließt sich, entschloss sich, hat sich entschlossen","to make up one's mind, to decide","Mein Nachbar hat sich nun doch entschlossen, sein Auto zu verkaufen.",My neighbor has decided to sell his car.
entschlossen sein,to be determined,"Ich bin fest entschlossen, diese Ausbildung fertigzumachen.",I am determined to finish this training.
"entschuldigen, entschuldigt, entschuldigte, hat entschuldigt",to apologise,"Entschuldigen Sie bitte, dass ich Sie störe. Aber es gibt ein Problem.",Excuse me for disturbing you. But there is a problem.
"die Entschuldigung, -en",apology,"Oh, Entschuldigung! - Macht nichts. Kein Problem.",Oh sorry! - Does not matter. No problem.
"entsorgen, entsorgt, entsorgte, hat entsorgt","get rid of rubbish, throw away rubbish from a town",Wie kann ich meine alte Kaffeemaschine entsorgen?,How can I dispose of my old coffee machine?
entspannend,relaxing,Der Urlaub war sehr entspannend.,The holiday was very relaxing.
"entstehen, entsteht, entstand, ist entstanden","to arise, result",Hier entsteht ein neues Einkaufszentrum.,Here is a new shopping center.
"enttäuschen, enttäuscht, enttäuschte, hat enttäuscht",to disappoint,Das Essen hat uns enttäuscht.,The food disappointed us.
"die Enttäuschung, -en",disappointment,Das Endspiel war eine große Enttäuschung.,The final was a big disappointment.
entweder ... oder,either ... or,"Nur einer kann gewinnen, entweder du oder ich.","Only one person can win, either you or me."
"entwickeln, entwickelt, entwickelte, hat entwickelt",develop,Unser Sohn entwickelt sich gut in der Schule.,Our son is developing well at school.
"die Entwicklung, -en",development,Genug Schlaf ist wichtig für die Entwicklung Ihres Kindes.,Enough sleep is important for the development of your child.
"die Erde, -n",earth,Mein Sohn hat das Glas auf die Erde fallen lassen.,My son dropped the glass on the ground.
"das Erdgeschoss, -e",ground floor,Wir wohnen im Erdgeschoss.,We live on the ground floor.
"das Ereignis, -se",event,Alle Zeitungen haben über diese Ereignisse berichtet.,All newspapers have reported on these events.
"erfahren, erfährt, erfuhr, hat erfahren","to learn, find out, experience",Wann erfahren wir das Ergebnis der Prüfung?,When do we learn the result of the exam?
"die Erfahrung, -en",experience,Ich habe zehn Jahre Erfahrung in diesem Beruf.,I have ten years experience in this profession.
"erfinden, erfindet, erfand, hat erfunden",to invent,Der Ingenieur Rudolf Diesel hat den Dieselmotor erfunden.,Engineer Rudolf Diesel invented the diesel engine.
"die Erfindung, -en",invention,Die Erfindung des Dieselmotors war ein großer Erfolg.,The invention of the diesel engine was a great success.
"der Erfolg, -e",success,Der Film war ein großer Erfolg.,The movie was a great success.
erfolgreich,successful,Mein Großvater war ein erfolgreicher Geschäftsmann.,My grandfather was a successful businessman.
"erfordern, erfordert, erforderte, hat erfordert",to require,Dieser Job erfordert viel Kraft.,This job requires a lot of strength.
erforderlich,required,Bringen Sie bitte alle erforderlichen Unterlagen mit.,Please bring all necessary documents with you.
"erfüllen, erfüllt, erfüllte, hat erfüllt",to fulfil,Sie müssen den Vertrag in allen Punkten erfüllen.,You must fulfill the contract in all respects.
"ergänzen, ergänzt, ergänzte, hat ergänzt","to supplement, complete",Ergänzen Sie bitte die fehlenden Angaben.,Please complete the missing information.
"das Ergebnis, -se",result,Ein so gutes Ergebnis hat uns alle überrascht.,Such a good result surprised us all.
"erhalten, erhält, erhielt, hat erhalten","to preserve, maintain, receive",Ihr Schreiben vom 15. Januar haben wir erhalten.,We received your letter of January 15th.
"erhöhen, erhöht, erhöhte, hat erhöht","to increase, raise",Die Regierung wird sicher bald wieder die Steuern erhöhen.,The government is sure to raise taxes soon.
"die Erhöhung, -en",increase,Wir streiken für eine Lohnerhöhung.,We are striking for a pay increase.
"sich erholen, erholt sich, erholte sich, hat sich erholt",to recover,Im Urlaub habe ich mich sehr gut erholt.,On vacation I have recovered very well.
"die Erholung, -en","rest, relaxation, recovery",Ich habe zu viel gearbeitet. Jetzt brauche ich etwas Erholung.,I worked too much. Now I need some rest.
"erinnern, erinnert, erinnerte, hat erinnert",to remember,"Bitte, erinnern Sie mich noch einmal an den Termin.","Please, remind me once again about the appointment."
"die Erinnerung, -en",memory,An diese Zeit habe ich viele schöne Erinnerungen.,At this time I have many beautiful memories.
"sich erkälten, erkältet sich, erkältete sich, hat sich erkältet",to catch a cold,Der Junge hat sich beim Baden erkältet.,The boy has caught a cold while bathing.
erkältet sein,have a cold,Ich bin stark erkältet.,I have a bad cold.
"erkennen, erkennt, erkannte, hat erkannt",to recognise,Ich habe Roberto gleich an seiner Stimme erkannt.,I immediately recognized Roberto by his voice.
"erklären, erklärt, erklärte, hat erklärt",to explain,"Kannst du mir erklären, wie man diesen Apparat bedient?",Can you explain how to use this machine?
"die Erklärung, -en","explanation, declaration",Die Steuererklärung müssen Sie bis Ende Mai abgeben.,The tax return must be submitted by the end of May.
"erkundigen, erkundigt, erkundigte, hat erkundigt",to inquire (about),Hast du dich schon nach einem Zug erkundigt?,Have you already asked for a train?
"erlauben, erlaubt, erlaubte, hat erlaubt",to allow,"Ich erlaube meinen Kindern nicht, so lange fernzusehen.",I do not allow my children to watch TV for so long.
"die Erlaubnis, -se",permission,Sie hätten ihn vorher um Erlaubnis bitten müssen.,They should have asked for permission beforehand.
"erleben, erlebt, erlebte, hat erlebt","to experience, live through",In unserem Urlaub haben wir viel Schönes erlebt.,In our holiday we have experienced a lot of beautiful.
"das Erlebnis, -se",experience,Die Reise war ein tolles Erlebnis.,The trip was a great experience.
"erledigen, erledigt, erledigte, hat erledigt","to take care of, deal with",Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?,These two packages have to go to the post office. Could you do that for me?
"erleichtern, erleichtert, erleichterte, hat erleichtert","to make easier, lighten","Ich bin erleichtert, dass alles so gut geklappt hat.",I am relieved that everything went so well.
"die Ermäßigung, -en",reduction,Es gibt eine Ermäßigung für Kinder und Senioren.,There is a discount for children and seniors.
"ernähren, ernährt, ernährte, hat ernährt","to feed, nourish",Wie ernähre ich mich richtig?,How do I eat properly?
"die Ernährung, -en",nourishment,Ich finde eine gesunde Ernährung wichtig.,I think a healthy diet is important.
ernst,serious,Das ist ein ernstes Problem.,That's a serious problem.
"eröffnen, eröffnet, eröffnete, hat eröffnet",to open,Mein Nachbar hat letzten Monat ein Geschäft eröffnet.,My neighbor opened a shop last month.
"die Eröffnung, -en",opening,Die Eröffnung war am 1. Juni.,The opening was on June 1st.
"erreichen, erreicht, erreichte, hat erreicht",to reach,"Wenn wir uns beeilen, erreichen wir noch den 8- Uhr-Zug.","If we hurry, we still reach the 8 o'clock train."
der Ersatz (Sg.),replacement,Sie bekommen von unserer Firma einen Ersatz für das kaputte Gerät.,You get from our company a replacement for the broken device.
"das Ersatzteil, -e",spare part,Haben Sie für dieses Gerät Ersatzteile?,Do you have spare parts for this device?
erschöpft,exhausted,Nach der Nachtschicht bin ich immer sehr erschöpft.,After the night shift I am always very exhausted.
"erschrecken, erschrickt, erschrak, ist erschrocken / jdn. erschrecken, erschreckt, erschreckte","to scare, schock",Entschuldigung. Ich wollte Sie nicht erschrecken.,Excuse me. I did not mean to scare you.
"ersetzen, ersetzt, ersetzte, hat ersetzt",to replace,Peter ist krank. Jemand muss ihn ersetzen.,Peter is ill. Someone has to replace him.
erst,first,Sofia ist erst 20 Jahre alt.,Sofia is only 20 years old.
erst-,first,Ich war zum ersten Mal allein im Urlaub.,I was alone on vacation for the first time.
"erstellen, erstellt, erstellte, hat erstellt","to erect, build","Erstellen Sie bitte eine Liste mit allen Informationen, die Sie brauchen.",Please create a list with all the information you need.
"der Erwachsene, -n",adult,"Erwachsene zahlen 5 Euro, für Kinder ist der Eintritt frei.","Adults pay 5 euros, children are free."
"erwarten, erwartet, erwartete, hat erwartet",to expect,Ich erwarte einen Anruf aus Berlin.,I am expecting a call from Berlin.
"erzählen, erzählt, erzählte, hat erzählt",to tell,Mein Mann hat mir schon viel von Ihnen erzählt.,My husband has already told me a lot about you.
"erziehen, erzieht, erzog, hat erzogen","to bring up, raise",Kinder zu erziehen ist nicht leicht.,To educate children is not easy.
"die Erziehung, -en","up bringing, education",Heute kümmern sich auch viele Väter um die Erziehung der Kinder.,Today many fathers take care of the education of the children.
es,it,Mein Auto muss in die Werkstatt. Es ist kaputt.,My car has to go to the workshop. It's broken.
"essen, isst, aß, hat gegessen",to eat,Haben Sie schon zu Mittag gegessen?,Have you already had lunch?
"das Essen, -",food,Darf ich Sie zum Essen einladen?,May I invite you to dinner?
"der Essig, -e",vinegar,Am Salat fehlt noch etwas Essig.,The salad is still missing some vinegar.
etwa,about,Von hier sind es etwa zwanzig Kilometer.,It's about twenty kilometers from here.
etwas,something,Ich muss dir etwas erzählen.,I have to tell you something.
eventuell,"possibly, perhaps",Ich komme eventuell etwas später.,I may come a little later.
ewig,eternally,Ich warte schon ewig auf mein neues Auto!,I'm waiting forever for my new car!
"der Experte, -n",expert,Ich verstehe ein bisschen was von Computern. Aber ich bin kein Experte.,I understand a bit about computers. But I'm not an expert.
"der Export, -e",export,"Hier ist die Firma Schulz, Import und Export.","Here is the Schulz company, import and export."
extra,extra,Die Getränke kosten extra.,The drinks cost extra.
extrem,extreme,Die Prüfung war extrem schwer.,The exam was extremely difficult.
"die Fabrik, -en",factory,Mein Sohn arbeitet in einer Autofabrik.,My son works in a car factory.
"das Fach, -""er","compartment, field of expertise, subject",Die Handtücher sind im obersten Fach links.,The towels are left in the top compartment.
"der Fachmann, -""er",expert,Mein Bruder ist Computerfachmann.,My brother is a computer specialist.
die Fachleute (Pl.),experts,Die Firmen suchen Fachleute für Maschinenbau.,The companies are looking for experts in mechanical engineering.
"die Fähre, -n",ferry,Wir nehmen die Fähre über den Bodensee.,We take the ferry across Lake Constance.
"fahren, fährt, fuhr, ist/hat gefahren",to drive,Wir sind mit dem Zug gefahren.,We took the train.
"die Fahrbahn, -en","carriageway, roadway",Fahren Sie bitte vorsichtig.,Please drive carefully.
"der Fahrer,",driver,Der Fahrer des Wagens war nicht verletzt.,The driver of the car was not injured.
"die Fahrkarte, -n",ticket,Fahrkarten bekommt man am Automaten.,Tickets are available at the machine.
"der Fahrplan, -""e",timetable,Der Fahrplan hat sich geändert.,The timetable has changed.
"das Fahrrad, -""er",bicycle,Ich fahre jeden Morgen mit dem Fahrrad zur Arbeit.,I cycle to work every morning.
"die Fahrschule, -n",driving school,"Wenn du den Führerschein machen willst, musst du in eine Fahrschule gehen.","If you want to get the driving license, you have to go to a driving school."
"das Fahrzeug, -e",vehicle,Wem gehört das Fahrzeug?,Who owns the vehicle?
fair,fair,"Ich finde, unsere Mannschaft hat sehr fair gespielt.",I think our team played very fair.
"fallen, fällt, fiel, ist gefallen",to fall,Das Glas ist auf den Boden gefallen.,The glass fell to the floor.
"der Fall, -""e",case,Was würden Sie in diesem Fall tun?,What would you do in this case?
fällig,due,Die Rechnung ist Ende des Monats fällig.,The bill is due at the end of the month.
falls,in case,"Falls es regnet, machen wir kein Picknick.","If it rains, we will not have a picnic."
falsch,wrong,"Tut mir leid, ich habe die falsche Nummer gewählt.","I'm sorry, I chose the wrong number."
"die Familie, -n",family,Ich habe eine große Familie.,I have a big family.
"der Familienstand, -""e",marital status,Bei „Familienstand“ musst du „ledig“ ankreuzen.,"In ""Marital status"" you have to tick ""single""."
"der Fan, -s","fan (sport, etc.)",Ich bin kein Fan von lauter Musik.,I'm not a fan of loud music.
"fangen, fängt, fing, hat gefangen",to catch,Das Kind hat den Ball gefangen.,The child has caught the ball.
"die Fantasie, -n",fantasy,Mein Sohn malt sehr gut. Er hat viel Fantasie.,My son paints very well. He has a lot of imagination.
"die Farbe, -n",colour,Welche Farbe magst du am liebsten?,Which color do you like the most?
farbig,colourful,"Ich brauche kein weißes, sondern farbiges Papier.",I do not need white paper but colored paper.
fast,nearly,Der Zucker ist fast alle.,The sugar is almost all.
faul,lazy,Mein Sohn war am Anfang in der Schule sehr faul. Heute lernt er sehr fleißig.,My son was very lazy in the beginning at school. Today he is learning very hard.
"faxen, faxt, faxte, hat gefaxt",to fax,Sie können mir den Brief auch faxen.,You can also fax the letter to me.
"das Fax, -e",fax,Schicken Sie uns einfach ein Fax!,Just send us a fax!
"fehlen, fehlt, fehlte, hat gefehlt","to be wanting, missing, absent",Auf dem Brief fehlt der Absender.,The sender is missing on the letter.
"der Fehler,",mistake,"Ich glaube, da haben Sie einen Fehler gemacht.",I think you made a mistake.
"feiern, feiert, feierte, hat gefeiert",to celebrate,Wir haben gestern Karls Geburtstag gefeiert.,Yesterday we celebrated Karl's birthday.
"die Feier, -n",celebration,Es war eine schöne Feier.,It was a nice celebration.
"der Feierabend, -e",end of the working day,Einen schönen Feierabend.,A nice end to work.
"der Feiertag, -e",public holiday,Am Montag ist Feiertag.,On Monday is holiday.
"das Fenster,",window,Darf ich einen Moment das Fenster aufmachen?,May I open the window for a moment?
die Ferien (Pl.),holidays,Wir machen im Sommer drei Wochen Ferien.,We are going on a summer vacation for three weeks.
"die Fernbedienung, -en",remote control,Hast du die Fernbedienung gesehen?,Did you see the remote?
"fernsehen, sieht fern, sah fern, hat ferngesehen",to watch television,Meine Kinder dürfen abends nur eine Stunde fernsehen.,My children are only allowed to watch TV for one hour in the evening.
das Fernsehen (Sg.),television,Was gibt es heute Abend im Fernsehen?,What's on television tonight?
"der Fernseher, -",television,Der Fernseher ist schon wieder kaputt.,The TV is broken again.
fertig,ready,Das Essen ist gleich fertig.,The food is almost ready.
fest,"fixed, firm, solid, stong","Mein Kollege glaubt fest daran, dass er die neue Stelle bekommt.",My colleague strongly believes that he will get the new job.
"das Fest, -e","celebration, festival, party","Wenn ich 18 werde, feiern wir ein großes Fest.","When I turn 18, we celebrate a big party."
"die Festplatte, -n",hard disk,Mein Computer hat eine große Festplatte.,My computer has a large hard drive.
"festhalten, hält fest, hielt fest, hat festgehalten","to seize, hold fast",Halt dich gut fest.,Hold on tight.
"festlegen, legt fest, legte fest, hat festgelegt","commit, set, establish","Ich weiß noch nicht, ob ich das mache. Ich möchte mich noch nicht festlegen.",I do not know yet if I do that. I do not want to commit myself yet.
"festnehmen, nimmt fest, nahm fest, hat festgenommen","to capture, arrest",Die Polizei hat einen Mann festgenommen.,The police arrested a man.
"das Festnetz, -e",landline,Hast du einen Festnetzanschluss?,Do you have a landline connection?
