target_word,similar_words_with_scores
fourrage,"fourrer (0.560), fourbe (0.512), fourche (0.501), fourgue (0.501), fournée (0.501)"
fourreau,"fourrer (0.681), fourré (0.575), fourbu (0.512), forer (0.359), foirer (0.350)"
fourrer,"fourrier (0.731), fourreau (0.681), fourrure (0.675), fourré (0.647), fourguer (0.610)"
fourrier,"fourrer (0.731), fourrure (0.610), fournir (0.551), fouler (0.500), fouiner (0.488)"
fourrure,"fourrer (0.675), fourrier (0.610), fourgue (0.562), fourbe (0.526), foudre (0.514)"
fourré,"fourrer (0.647), four (0.625), fourreau (0.575), ferré (0.483), forer (0.333)"
fourvoyer,ferveur (0.340)
foutaise,"foutre (0.512), futaie (0.488), fouine (0.438), foetus (0.300)"
foutoir,"foutre (0.506), four (0.462), fouler (0.438), fouetter (0.430), fourrier (0.430)"
foutre,"foudre (0.647), feutre (0.613), fourrure (0.514), foutaise (0.512), foutoir (0.506)"
foutu,"fouet (0.510), futur (0.430)"
foyer,forer (0.590)
frac,"franc (0.631), fracas (0.625), fric (0.525), froc (0.525), face (0.350)"
fracas,"fracassé (0.700), frac (0.625), français (0.438)"
fracassé,fracas (0.700)
fraction,"faction (0.681), friction (0.677), fiction (0.572), frangin (0.430)"
fracture,"facture (0.681), friture (0.585), fraude (0.438), franque (0.430), frasque (0.430)"
fragile,"frange (0.438), frappe (0.438), fraude (0.438), franque (0.429), frasque (0.429)"
fragment,ferment (0.463)
frais,"fraise (0.767), français (0.581), frise (0.470), frisé (0.470)"
fraise,"frais (0.767), frise (0.650), framboise (0.551), franchise (0.551), friser (0.513)"
framboise,fraise (0.551)
franc,"franco (0.767), frac (0.631), flanc (0.570), froncé (0.467)"
franchir,franger (0.501)
franchise,fraise (0.551)
franco,"franc (0.767), froncé (0.453)"
frange,"franger (0.787), frangin (0.647), fange (0.633), fringue (0.466), fragile (0.438)"
franger,"frange (0.787), fringuer (0.513), franchir (0.501), frayeur (0.429)"
frangin,"frange (0.647), fraction (0.430)"
franque,"frasque (0.671), flanquer (0.510), fraise (0.438), frappe (0.438), fraude (0.438)"
français,"frais (0.581), fracas (0.438)"
frappe,"frapper (0.787), frappé (0.740), fragile (0.438), franque (0.438), frasque (0.438)"
frapper,"frappe (0.787), frappé (0.647), frayeur (0.429)"
frappé,"frappe (0.740), frapper (0.647)"
frasque,"franque (0.671), fresque (0.657), frusque (0.657), flasque (0.643), fraise (0.438)"
fraude,"faraud (0.480), fragile (0.438), franque (0.438), frasque (0.438), fracture (0.438)"
frayer,"frayeur (0.718), forer (0.333), frire (0.333), frère (0.333), foirer (0.327)"
frayeur,"frayer (0.718), franger (0.429), frapper (0.429), fureur (0.420), frire (0.289)"
fraîchement,farouchement (0.546)
fraîcheur,fraîchir (0.656)
fraîchir,fraîcheur (0.656)
frein,"freiner (0.669), feint (0.430), forain (0.400), frêne (0.315), farine (0.300)"
freiner,"frein (0.669), feinter (0.493), fringuer (0.463), fournir (0.214)"
fresque,"frasque (0.657), frusque (0.657)"
friable,"fringale (0.488), frime (0.449), frire (0.449), frise (0.449), frite (0.449)"
friand,fronde (0.387)
fric,"friche (0.625), frac (0.525), froc (0.525), flic (0.500), farci (0.280)"
friche,"frichti (0.647), fiche (0.633), fric (0.625), fortiche (0.525), ficher (0.480)"
frichti,"friche (0.647), friction (0.535)"
friction,"fiction (0.681), fraction (0.677), faction (0.572), frichti (0.535), frisson (0.488)"
frigo,"forge (0.200), fourgue (0.143)"
frileux,furieux (0.507)
frime,"frimer (0.767), frire (0.610), frise (0.610), frite (0.610), firme (0.475)"
frimer,"frime (0.767), friper (0.647), friser (0.647), fringuer (0.500), fermer (0.483)"
fringale,"fringue (0.622), finale (0.513), friable (0.488), frivole (0.488)"
fringue,"fringuer (0.802), flingue (0.643), fringale (0.622), flinguer (0.510), frange (0.466)"
fringuer,"fringue (0.802), franger (0.513), flingue (0.510), frimer (0.500), friper (0.500)"
friper,"frimer (0.647), friser (0.647), fringuer (0.500)"
fripé,"frisé (0.610), férié (0.375)"
frire,"frime (0.610), frise (0.610), frite (0.610), frère (0.590), faire (0.570)"
frise,"friser (0.767), frisé (0.705), fraise (0.650), frime (0.610), frire (0.610)"
friser,"frise (0.767), frimer (0.647), friper (0.647), froisser (0.588), fraise (0.513)"
frisson,friction (0.488)
frisé,"frise (0.705), fripé (0.610), frais (0.470), fraise (0.467), férié (0.375)"
frite,"fritz (0.705), frime (0.610), frire (0.610), frise (0.610), fuite (0.570)"
friture,"fioriture (0.614), fracture (0.585), froidure (0.526), frime (0.449), frise (0.449)"
fritz,"frite (0.705), fruit (0.470)"
frivole,"fringale (0.488), frime (0.449), frire (0.449), frise (0.449), frite (0.449)"
froc,"frac (0.525), fric (0.525), floc (0.500), féroce (0.450), force (0.280)"
froid,"fraude (0.333), faraud (0.250), fard (0.220), fuyard (0.183), fardeau (0.143)"
froideur,"froidure (0.639), froncer (0.430), frotter (0.430), farder (0.288)"
froidure,"froideur (0.639), friture (0.526), fronde (0.438), farder (0.175)"
froisser,"froissé (0.681), friser (0.588), frousse (0.560), froncer (0.488), frotter (0.488)"
froissé,"froisser (0.681), frousse (0.521), froncé (0.438)"
fromage,"fronde (0.438), frousse (0.429)"
froncer,"foncer (0.661), froncé (0.647), foncier (0.493), froisser (0.488), froideur (0.430)"
froncé,"froncer (0.647), foncé (0.633), franc (0.467), franco (0.453), froissé (0.438)"
fronde,"fonder (0.480), fromage (0.438), frousse (0.438), froidure (0.438), fondre (0.437)"
front,"fronton (0.695), frontal (0.669), fonte (0.430)"
frontal,"front (0.669), fronton (0.647)"
frontière,fourniture (0.278)
fronton,"front (0.695), frontal (0.647), fonction (0.355)"
frotter,"flotter (0.643), froisser (0.488), flotteur (0.476), fouetter (0.463), froideur (0.430)"
frousse,"froisser (0.560), froissé (0.521), fronde (0.438), fromage (0.429)"
fruit,"frite (0.470), fritz (0.470), fuite (0.430), fort (0.220), forêt (0.220)"
fruitier,"friture (0.392), fureter (0.346), fioriture (0.240), fureteur (0.238)"
frusque,"frasque (0.657), fresque (0.657)"
fruste,"frustré (0.647), frustrer (0.625)"
frustrer,"frustré (0.681), fruste (0.625), feutrer (0.513)"
frustré,"frustrer (0.681), fruste (0.647), forestier (0.243)"
frère,"frire (0.590), frayer (0.333), foirer (0.300), frayeur (0.289), forer (0.275)"
frémir,"frimer (0.410), fermoir (0.340), fermier (0.331), fermer (0.250), former (0.250)"
frénésie,fournaise (0.211)
fréquent,fréquenté (0.813)
fréquenté,fréquent (0.813)
frêle,"frêne (0.610), fêler (0.430)"
frêne,"frêle (0.610), farine (0.400), frein (0.315), fourneau (0.230), fournée (0.214)"
fugue,"fougue (0.633), figue (0.570)"
fuir,"fier (0.275), four (0.275)"
fuite,"frite (0.570), fruit (0.430), furie (0.415), faute (0.395)"
fulgurant,flagrant (0.453)
fulminer,"fumier (0.525), fouiner (0.463)"
fumant,"fusant (0.630), fuyant (0.630), féminité (0.225)"
fumer,"fumet (0.705), fumeur (0.683), fumier (0.667), fuser (0.590), fumée (0.510)"
fumet,"fumer (0.705), fumée (0.510), fluet (0.395), fouet (0.395)"
fumeur,"fumer (0.683), fureur (0.650), fumier (0.503)"
fumier,"fumer (0.667), fulminer (0.525), fumeur (0.503)"
fumé,"fumée (0.737), futé (0.525)"
fumée,"fumé (0.737), fusée (0.590), fumer (0.510), fumet (0.510)"
funeste,funèbre (0.429)
funèbre,funeste (0.429)
fureter,"fureteur (0.763), fouetter (0.451), fruitier (0.346), friture (0.300), fioriture (0.286)"
fureteur,"fureter (0.763), fureur (0.677), friture (0.325), fioriture (0.286), fruitier (0.238)"
fureur,"fureteur (0.677), fumeur (0.650), frayeur (0.420), forer (0.392), fourreau (0.334)"
furie,"furieux (0.669), fuite (0.415), frime (0.375), frire (0.375), frise (0.375)"
furieux,"furie (0.669), frileux (0.507), foireux (0.457)"
furtif,"fautif (0.470), fortifié (0.425)"
fusain,"fusant (0.580), fusion (0.503), faisan (0.370)"
fusant,"fumant (0.630), fuyant (0.630), fusain (0.580)"
fuser,"fumer (0.590), fusiller (0.514), fusée (0.510), faiseur (0.331)"
fusil,fusillé (0.669)
fusiller,"fusillé (0.681), failler (0.572), fuser (0.514), feuille (0.413), fouille (0.413)"
fusillé,"fusiller (0.681), fusil (0.669)"
fusion,"fusain (0.503), faisan (0.250)"
fusée,"fumée (0.590), fuser (0.510)"
futaie,"futaille (0.637), futile (0.503), foutaise (0.488)"
futaille,"futaie (0.637), futile (0.600), faille (0.588), famille (0.463), feuille (0.463)"
futile,"futaille (0.600), futaie (0.503), fauteuil (0.325), fatal (0.233)"
futilité,fatalité (0.504)
futur,"fauteur (0.463), foutu (0.430), fauter (0.383), foutoir (0.331), fêter (0.300)"
futé,fumé (0.525)
fuyant,"fumant (0.630), fusant (0.630), feint (0.333), fente (0.233), fonte (0.233)"
fuyard,"fard (0.500), faraud (0.310), fardeau (0.252), froid (0.183), fraude (0.167)"
fâcher,"fâcheux (0.647), ficher (0.613), faucher (0.535), fichier (0.452)"
fâcheux,fâcher (0.647)
fâché,"fiche (0.355), fichu (0.355)"
fécond,"féconder (0.700), faconde (0.478)"
féconder,"fécond (0.700), fonder (0.588), faconde (0.510)"
féerie,"féerique (0.637), février (0.561)"
féerique,féerie (0.637)
félin,"filin (0.570), filon (0.300), flan (0.300)"
féminin,féminité (0.700)
féminité,"féminin (0.700), fumant (0.225)"
féodal,fidèle (0.167)
férié,"férocité (0.447), fripé (0.375), frisé (0.375)"
féroce,"froc (0.450), farce (0.400), force (0.400), farci (0.233), forcé (0.233)"
férocement,forcément (0.446)
férocité,"férié (0.447), forçat (0.175)"
féru,fétu (0.525)
fétiche,fortiche (0.572)
fétu,féru (0.525)
février,féerie (0.561)
fêler,"fêter (0.590), filer (0.570), fêlure (0.500), fouler (0.483), frêle (0.430)"
fêlure,"fêler (0.500), flore (0.400), filière (0.340), fleur (0.300), fleuri (0.293)"
fêlé,filé (0.500)
fête,fêter (0.737)
fêter,"fête (0.737), fêler (0.590), fauter (0.483), fauteur (0.331), futur (0.300)"
gaffe,gaffer (0.767)
gaffer,"gaffe (0.767), gouffre (0.312)"
gage,"garage (0.608), gare (0.525), gaze (0.525), gang (0.400)"
gagner,"gainer (0.630), guigner (0.535), ganter (0.487), glaner (0.470)"
gagné,ganté (0.415)
gain,"gaine (0.737), gainer (0.625), gamin (0.611), grain (0.591), gang (0.400)"
gaine,"gainer (0.767), gain (0.737), graine (0.633), gamin (0.470), grain (0.430)"
gainer,"gaine (0.767), gagner (0.630), gain (0.625), ganter (0.487), gêner (0.483)"
gala,"galant (0.625), glas (0.350)"
galant,"garant (0.630), gala (0.625), galopant (0.612), gant (0.608), gluant (0.470)"
galaxie,"galette (0.429), galoche (0.429), galeux (0.366)"
galer,"galet (0.705), galerie (0.669), garer (0.590), gaver (0.590), gazer (0.590)"
galerie,"galer (0.669), galoche (0.429), geler (0.377), gloire (0.271), geôlier (0.243)"
galet,"galer (0.705), galette (0.669), gilet (0.570), gaule (0.470), goulot (0.250)"
galette,"galet (0.669), gazette (0.657), glotte (0.466), galaxie (0.429), galoche (0.429)"
galeux,"gazeux (0.630), galaxie (0.366)"
galoche,"galopade (0.501), galaxie (0.429), galerie (0.429), galette (0.429)"
galon,"galop (0.705), galonné (0.669), gazon (0.590)"
galonné,galon (0.669)
galop,"galon (0.705), galoper (0.669), galopin (0.669)"
galopade,"galoper (0.560), galoche (0.501)"
galopant,"galant (0.612), galopin (0.610)"
galoper,"galop (0.669), galopade (0.560), glapir (0.271)"
galopin,"galop (0.669), galopant (0.610)"
gamberge,gamelle (0.430)
gamelle,"gazelle (0.657), gamme (0.509), gammée (0.438), gamberge (0.430)"
gamin,"gain (0.611), gaine (0.470), grain (0.395)"
gamme,"gammée (0.683), gramme (0.633), gomme (0.570), gamelle (0.509)"
gammée,"gamme (0.683), gamelle (0.438), gramme (0.437), gomme (0.383)"
gang,"gant (0.650), gangue (0.625), gong (0.500), gage (0.400), gain (0.400)"
gangrène,gangue (0.512)
gangster,ganter (0.612)
gangue,"gang (0.625), gangrène (0.512), grange (0.437), gong (0.308)"
gant,"ganté (0.737), gang (0.650), ganter (0.625), galant (0.608), garant (0.608)"
ganter,"gant (0.625), gangster (0.612), gagner (0.487), gainer (0.487), glaner (0.453)"
ganté,"gant (0.737), gaîté (0.590), géant (0.430), gagné (0.415), gent (0.366)"
garage,"gage (0.608), garagiste (0.574), garantie (0.512), grange (0.453), garrigue (0.438)"
garagiste,garage (0.574)
garant,"garanti (0.787), garantie (0.700), garantir (0.700), galant (0.630), gérant (0.613)"
garanti,"garantie (0.802), garantir (0.802), garant (0.787), gérant (0.478), granit (0.423)"
garantie,"garanti (0.802), garant (0.700), garage (0.512), gérant (0.425), granit (0.375)"
garantir,"garanti (0.802), garant (0.700), garnir (0.550), grandir (0.488), garniture (0.369)"
garce,"gare (0.631), garde (0.610), garer (0.510), glace (0.395), grâce (0.395)"
garde,"garder (0.767), gardé (0.705), gare (0.631), garce (0.610), garer (0.510)"
garder,"garde (0.767), garer (0.667)"
gardien,"garçon (0.438), garnison (0.430), gradin (0.383), gourdin (0.371), guéridon (0.238)"
gardé,"garde (0.705), gradé (0.475), gourde (0.300), grade (0.280), gourd (0.275)"
gare,"garer (0.737), gars (0.650), garce (0.631), garde (0.631), gage (0.525)"
garer,"gare (0.737), garder (0.667), galer (0.590), gaver (0.590), gazer (0.590)"
garni,"garnir (0.767), grain (0.280), graine (0.233), giron (0.200), grenu (0.200)"
garnir,"garni (0.767), garantir (0.550), grenier (0.326)"
garnison,"garçon (0.500), gardien (0.430)"
garniture,garantir (0.369)
garrigue,garage (0.438)
gars,"gare (0.650), gras (0.375), glas (0.275), gris (0.275), gros (0.275)"
garçon,"garnison (0.500), glaçon (0.470), gardien (0.438)"
gauche,"gaucherie (0.642), gauchiste (0.574), gâche (0.483)"
gaucherie,"gauche (0.642), gâcher (0.383)"
gauchiste,gauche (0.574)
gaule,"galer (0.470), galet (0.470)"
gaulois,"glaise (0.255), glas (0.214)"
gausser,"glousser (0.572), graisser (0.513)"
gaver,"graver (0.633), galer (0.590), garer (0.590), gazer (0.590), grave (0.430)"
gaze,"gazer (0.737), gazeux (0.625), gazelle (0.557), gazette (0.557), gage (0.525)"
gazelle,"gamelle (0.657), gaze (0.557)"
gazer,"gaze (0.737), galer (0.590), garer (0.590), gaver (0.590)"
gazette,"galette (0.657), gaze (0.557)"
gazeux,"galeux (0.630), gaze (0.625)"
gazon,galon (0.590)
gaîté,ganté (0.590)
geai,gain (0.350)
geignard,goguenard (0.409)
geindre,gendre (0.675)
geler,"galer (0.570), gelée (0.510), geôlier (0.491), gueuler (0.477), geôle (0.470)"
gelé,gelée (0.737)
gelée,"gelé (0.737), geler (0.510), geôle (0.415)"
gencive,"genre (0.449), gendre (0.438), genièvre (0.430)"
gendarme,"gendre (0.562), genre (0.447)"
gendre,"geindre (0.675), genre (0.667), gendarme (0.562), genièvre (0.500), gencive (0.438)"
genièvre,"genre (0.514), gendre (0.500), gencive (0.430)"
genou,grenu (0.375)
genre,"gendre (0.667), genièvre (0.514), gencive (0.449), gendarme (0.447), gerbe (0.415)"
gens,"gent (0.650), génois (0.250)"
gent,"gens (0.650), genêt (0.631), gentil (0.625), gant (0.500), géant (0.406)"
gentil,gent (0.625)
genêt,"gent (0.631), gant (0.300), géant (0.220), ganté (0.200)"
gerbe,"gerber (0.800), germe (0.610), genre (0.415), gourbi (0.300)"
gerber,"gerbe (0.800), gercer (0.617), germer (0.617)"
gercer,"gerber (0.617), germer (0.617)"
germain,graminée (0.271)
germe,"germer (0.800), gerbe (0.610), genre (0.415), groom (0.120)"
germer,"germe (0.800), gerber (0.617), gercer (0.617)"
geôle,"geler (0.470), gelée (0.415)"
geôlier,"geler (0.491), galer (0.346), gueuler (0.336), galerie (0.243), gloire (0.200)"
gibet,gilet (0.590)
gibier,gober (0.400)
gicler,"gifler (0.630), giclée (0.580)"
giclée,gicler (0.580)
gifle,"gifler (0.767), gilet (0.470)"
gifler,"gifle (0.767), gicler (0.630)"
gigot,gigoter (0.669)
gigoter,gigot (0.669)
gilet,"gibet (0.590), galet (0.570), gifle (0.470), goulot (0.250)"
girafe,grief (0.233)
girl,"gril (0.375), grêle (0.200)"
giron,"girond (0.767), groin (0.375), grain (0.220), garni (0.200), grenu (0.200)"
girond,"giron (0.767), grand (0.400), grenade (0.200)"
girouette,"grotte (0.461), griotte (0.408), gratuit (0.156), gratuité (0.156)"
gisant,"grisant (0.661), glissant (0.575)"
gitan,guitoune (0.280)
givre,"givré (0.705), grive (0.375), gaver (0.280)"
givré,"givre (0.705), gaver (0.200)"
glabre,"glacière (0.500), glauque (0.438)"
glace,"glacer (0.767), glacé (0.705), glacière (0.526), glauque (0.449), garce (0.395)"
glacer,"glace (0.767), glacier (0.704), glaner (0.647), glacière (0.500)"
glacial,"glacis (0.647), glaïeul (0.429)"
glacier,"glacer (0.704), glacis (0.647), glacière (0.610)"
glacis,"glacial (0.647), glacier (0.647), glaise (0.547)"
glacière,"glacier (0.610), glace (0.526), glabre (0.500), glacer (0.500), glaise (0.438)"
glacé,glace (0.705)
glaise,"glaive (0.663), glacis (0.547), glas (0.517), glauque (0.438), glacière (0.438)"
glaive,"glaise (0.663), glauque (0.438), glacière (0.438)"
gland,"glande (0.767), glander (0.669), grand (0.570), goéland (0.551)"
glande,"glander (0.787), gland (0.767), glaner (0.580), glauque (0.438), goéland (0.421)"
glander,"glande (0.787), glaner (0.704), gland (0.669), grandeur (0.476), glapir (0.438)"
glaner,"glander (0.704), glacer (0.647), glande (0.580), gagner (0.470), gainer (0.470)"
glapir,"glander (0.438), galoper (0.271)"
glas,"glaise (0.517), gras (0.500), gala (0.350), gars (0.275), gaulois (0.214)"
glauque,"glace (0.449), glabre (0.438), glaise (0.438), glaive (0.438), glande (0.438)"
glaçon,"garçon (0.470), glycine (0.283)"
glaïeul,glacial (0.429)
glissade,glisser (0.560)
glissant,"gisant (0.575), grisant (0.560)"
glissement,gloussement (0.648)
glisser,"glousser (0.585), graisser (0.572), glissade (0.560), glissière (0.549)"
glissière,"glisser (0.549), glousser (0.302)"
globe,gober (0.430)
gloire,"gloriole (0.438), galerie (0.271), geôlier (0.200), galer (0.167), geler (0.167)"
gloriole,"gorille (0.488), gloire (0.438)"
glotte,"grotte (0.613), goutte (0.470), galette (0.466)"
gloussement,glissement (0.648)
glousser,"glisser (0.585), gausser (0.572), gousset (0.510), glissière (0.302)"
gluant,galant (0.470)
glycine,glaçon (0.283)
gnome,gomme (0.470)
gnon,"guenon (0.500), gond (0.350), gong (0.350)"
gober,"goder (0.590), globe (0.430), gibier (0.400)"
goder,"godet (0.705), gober (0.590), guider (0.483)"
godet,goder (0.705)
gogo,gong (0.420)
goguenard,geignard (0.409)
goinfrer,"gonfler (0.513), gominer (0.463)"
golf,golfe (0.737)
golfe,golf (0.737)
gominer,goinfrer (0.463)
gomme,"gommer (0.767), gamme (0.570), gnome (0.470), gammée (0.383)"
gommer,gomme (0.767)
gond,"gong (0.650), gnon (0.350), guindé (0.308)"
gondole,"gondoler (0.802), gonze (0.449)"
gondoler,"gondole (0.802), gonfler (0.597), gronder (0.438)"
gonfler,"gonflé (0.647), gondoler (0.597), goinfrer (0.513)"
gonflé,gonfler (0.647)
gong,"gond (0.650), gang (0.500), gogo (0.420), gnon (0.350), gangue (0.308)"
gonze,"gonzesse (0.606), gondole (0.449)"
gonzesse,gonze (0.606)
gorge,"gorger (0.767), gorgée (0.683), gorille (0.449), garage (0.400)"
gorger,"gorge (0.767), gorgée (0.580), gourer (0.487)"
gorgée,"gorge (0.683), gorger (0.580), gorille (0.438), garage (0.250)"
gorille,"grille (0.661), griller (0.514), gloriole (0.488), grillé (0.478), gorge (0.449)"
gosier,"grossier (0.575), gésir (0.383)"
gouffre,"goulée (0.438), gourde (0.438), goutte (0.438), gaffer (0.312)"
goujat,gousset (0.438)
goulot,"gousset (0.438), galet (0.250), gilet (0.250)"
goulée,gouffre (0.438)
gourbi,gerbe (0.300)
gourd,"gourde (0.767), gourdin (0.669), gourmand (0.526), garde (0.275), gardé (0.275)"
gourde,"gourd (0.767), gourdin (0.647), gourer (0.580), garde (0.483), gouffre (0.438)"
gourdin,"gourd (0.669), gourde (0.647), gradin (0.409), gardien (0.371), guéridon (0.238)"
gourer,"gourde (0.580), gouverner (0.506), gorger (0.487), garer (0.483), gérer (0.483)"
gourmand,gourd (0.526)
gourmette,goutte (0.551)
gousset,"glousser (0.510), goujat (0.438), goulot (0.438)"
goutte,"goutter (0.787), gouttière (0.574), gourmette (0.551), glotte (0.470), grotte (0.470)"
goutter,"goutte (0.787), gouttière (0.549), guetter (0.521), guetteur (0.380)"
gouttière,"goutte (0.574), goutter (0.549), guetter (0.243), guetteur (0.240)"
gouvernant,gouvernante (0.830)
gouvernante,gouvernant (0.830)
gouverner,"gouverneur (0.793), gourer (0.506)"
gouverneur,gouverner (0.793)
goéland,"gland (0.551), glande (0.421)"
goût,goûter (0.625)
goûter,"goût (0.625), gâter (0.483), gâterie (0.309), guêtre (0.233), guitare (0.200)"
grabat,gratuit (0.492)
gracieux,gracile (0.560)
gracile,"gracieux (0.560), grailler (0.510), grade (0.449), grave (0.449), gramme (0.438)"
grade,"gradé (0.705), grave (0.610), grand (0.510), garde (0.475), gracile (0.449)"
gradin,"grain (0.667), gratin (0.647), graine (0.547), gourdin (0.409), gardien (0.383)"
gradé,"grade (0.705), gravé (0.610), grand (0.510), gardé (0.475), gravité (0.449)"
grailler,"griller (0.693), grouiller (0.611), grille (0.550), gracile (0.510), graver (0.500)"
grain,"graine (0.767), gradin (0.667), gratin (0.667), gain (0.591), groin (0.590)"
graine,"grain (0.767), gaine (0.633), gradin (0.547), gratin (0.547), graminée (0.538)"
graisse,"graisser (0.802), grade (0.449), grave (0.449), gramme (0.438), grange (0.438)"
graisser,"graisse (0.802), griser (0.588), glisser (0.572), gausser (0.513), graver (0.500)"
graminée,"graine (0.538), gramme (0.512), grange (0.438), gracile (0.430), graisse (0.430)"
grammaire,gramme (0.574)
gramme,"gamme (0.633), grammaire (0.574), graminée (0.512), gracile (0.438), graisse (0.438)"
grand,"grandir (0.669), gland (0.570), grade (0.510), gradé (0.510), grain (0.510)"
grand-rue,"grandir (0.549), grandeur (0.538), gronder (0.352), grenadier (0.215)"
grandement,grondement (0.703)
grandeur,"grandir (0.622), grand-rue (0.538), gronder (0.501), glander (0.476), graver (0.438)"
grandir,"grand (0.669), grandeur (0.622), grand-rue (0.549), garantir (0.488), gronder (0.457)"
grange,"graine (0.503), garage (0.453), gracile (0.438), graisse (0.438), gravure (0.438)"
granit,"garant (0.437), gérant (0.437), garanti (0.423), grenat (0.410), garantie (0.375)"
grappe,"grippe (0.630), gracile (0.438), graisse (0.438), gravure (0.438)"
gras,"gris (0.525), gros (0.525), grès (0.525), glas (0.500), gravats (0.462)"
gratin,"gratis (0.740), grain (0.667), gradin (0.647), graine (0.547)"
gratis,"gratin (0.740), gravats (0.492)"
gratter,"grailler (0.488), graisser (0.488), gravir (0.438), grandeur (0.430), grandir (0.429)"
gratuit,"gratuité (0.802), grabat (0.492), grotte (0.283), griotte (0.221), girouette (0.156)"
gratuité,"gratuit (0.802), gravité (0.597), grotte (0.300), griotte (0.246), girouette (0.156)"
gravats,"gratis (0.492), gras (0.462)"
grave,"graver (0.767), gravé (0.705), grade (0.610), grive (0.590), grève (0.590)"
graver,"grave (0.767), gravier (0.704), gravir (0.663), gaver (0.633), gravure (0.564)"
gravier,"gravir (0.718), graver (0.704), gravure (0.550), grailler (0.488), graisser (0.488)"
gravir,"gravier (0.718), graver (0.663), gravité (0.647), gravure (0.564), gratter (0.438)"
gravité,"gravir (0.647), gratuité (0.597), gradé (0.449)"
gravure,"graver (0.564), gravir (0.564), gravier (0.550), grade (0.449), graine (0.438)"
gravé,"grave (0.705), gradé (0.610), grive (0.395), grève (0.395)"
grec,"grâce (0.406), grue (0.400), gare (0.350), garce (0.280)"
greffe,"greffer (0.787), griffe (0.630), greffier (0.625), griffu (0.453), grenade (0.438)"
greffer,"greffe (0.787), greffier (0.731), griffer (0.657)"
greffier,"greffer (0.731), greffe (0.625), grenier (0.597), griffer (0.513)"
grenade,"grenat (0.647), greffe (0.438), grand (0.346), girond (0.200)"
grenadier,"gronder (0.419), grandir (0.408), grandeur (0.318), grand-rue (0.215)"
grenadine,grondin (0.440)
grenat,"grenade (0.647), granit (0.410), garant (0.250), gérant (0.250), garanti (0.200)"
grenier,"greffier (0.597), garnir (0.326)"
grenu,"genou (0.375), graine (0.333), grain (0.315), groin (0.315), garni (0.200)"
grief,"grive (0.510), girafe (0.233)"
griffe,"griffer (0.787), griffu (0.740), greffe (0.630), grimace (0.438), griotte (0.438)"
griffer,"griffe (0.787), greffer (0.657), griffu (0.647), greffier (0.513), grimacer (0.488)"
griffu,"griffe (0.740), griffer (0.647), greffe (0.453)"
gril,"gris (0.650), grille (0.625), grillé (0.625), grêle (0.406), girl (0.375)"
grillage,"grillagé (0.782), grille (0.637), griller (0.560), grimace (0.430), gorille (0.426)"
grillagé,"grillage (0.782), grillé (0.637)"
grille,"griller (0.787), grillé (0.740), gorille (0.661), grillon (0.647), grillage (0.637)"
griller,"grille (0.787), grailler (0.693), grillé (0.647), grouiller (0.625), grillage (0.560)"
grillon,"grille (0.647), grillé (0.647)"
grillé,"grille (0.740), griller (0.647), grillon (0.647), grillagé (0.637), gril (0.625)"
grimace,"grimacer (0.802), grive (0.449), griffe (0.438), grille (0.438), grippe (0.438)"
grimacer,"grimace (0.802), grimper (0.610), grincer (0.597), griser (0.500), griffer (0.488)"
grimpant,grisant (0.597)
grimper,grimacer (0.610)
grincer,grimacer (0.597)
grinçant,grisant (0.597)
griotte,"grotte (0.675), grive (0.449), griffe (0.438), grille (0.438), grippe (0.438)"
grippe,"grappe (0.630), grimace (0.438), griotte (0.438)"
gris,"gril (0.650), griser (0.625), gras (0.525), gros (0.525), grès (0.525)"
grisaille,"grille (0.609), groseille (0.550)"
grisant,"gisant (0.661), grimpant (0.597), grinçant (0.597), glissant (0.560)"
griser,"griserie (0.723), gris (0.625), graisser (0.588), grimacer (0.500)"
griserie,griser (0.723)
grisâtre,griotte (0.430)
grive,"grave (0.590), grève (0.590), grief (0.510), grimace (0.449), griotte (0.449)"
grogne,grogner (0.787)
grogner,"grogne (0.787), gronder (0.550), grossier (0.488), grosseur (0.430), grossir (0.429)"
groin,"grain (0.590), graine (0.467), giron (0.375), grenu (0.315), garni (0.200)"
grondement,grandement (0.703)
gronder,"grogner (0.550), grandeur (0.501), grossier (0.488), grandir (0.457), gondoler (0.438)"
grondin,grenadine (0.440)
groom,germe (0.120)
gros,"gras (0.525), gris (0.525), grès (0.525), gars (0.275)"
groseille,grisaille (0.550)
grosseur,"grossir (0.622), grossier (0.609), guérisseur (0.500), graisser (0.441), grogner (0.430)"
grossier,"grossir (0.743), grosseur (0.609), gosier (0.575), grogner (0.488), gronder (0.488)"
grossir,"grossier (0.743), grosseur (0.622), grogner (0.429), gronder (0.429), grouper (0.429)"
grotte,"griotte (0.675), glotte (0.613), goutte (0.470), girouette (0.461), gratuité (0.300)"
grouiller,"griller (0.625), grailler (0.611)"
groupe,"grouper (0.787), groupé (0.740)"
grouper,"groupe (0.787), groupé (0.647), grossier (0.488), grosseur (0.430), grossir (0.429)"
groupé,"groupe (0.740), grouper (0.647)"
grue,"gruyère (0.462), grec (0.400), guet (0.350), gare (0.275)"
gruyère,"grue (0.462), guerre (0.340), gourer (0.255), garer (0.203), gérer (0.203)"
grâce,"grec (0.406), garce (0.395), gâche (0.375)"
grès,"gras (0.525), gris (0.525), gros (0.525), gars (0.275)"
