target_word,similar_words,similarity_count,rule_types
gisant,"grisant, glissant",2,Rule5b_Structural
gitan,guitoune,1,"Rule5a_Skeleton, Rule5b_Structural"
givre,"givré, grive, gaver",3,"Rule5a_Skeleton, Rule2-4_EditDistance"
givré,"givre, gaver",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
glabre,"glacière, glauque",2,Rule5b_Structural
glace,"glacer, glacé, glacière, glauque, garce",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
glacer,"glace, glacier, glaner, glacière",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
glacial,"glacis, glaïeul",2,"Rule2-4_EditDistance, Rule5b_Structural"
glacier,"glacer, glacis, glacière",3,"Rule5a_Skeleton, Rule5b_Structural"
glacis,"glacial, glacier, glaise",3,"Rule2-4_EditDistance, Rule5b_Structural"
glacière,"glacier, glace, glabre, glacer, glaise",5,"Rule5a_Skeleton, Rule5b_Structural"
glacé,glace,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
glaise,"glaive, glacis, glas, glauque, glacière",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
glaive,"glaise, glauque, glacière",3,"Rule2-4_EditDistance, Rule5b_Structural"
gland,"glande, glander, grand, goéland",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
glande,"glander, gland, glaner, glauque, goéland",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
glander,"glande, glaner, gland, grandeur, glapir",5,Rule5b_Structural
glaner,"glander, glacer, glande, gagner, gainer",5,"Rule2-4_EditDistance, Rule5b_Structural"
glapir,"glander, galoper",2,"Rule5a_Skeleton, Rule5b_Structural"
glapissement,"glissement, gloussement, gémissement",3,Rule5b_Structural
glas,"glaise, gras, gala, gars, gaulois",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
glauque,"glace, glabre, glaise, glaive, glande",5,Rule5b_Structural
glaçon,"garçon, glycine",2,"Rule2-4_EditDistance, Rule5b_Structural"
glaïeul,glacial,1,Rule2-4_EditDistance
glissade,"glissant, glisser, glissière",3,"Rule2-4_EditDistance, Rule5b_Structural"
glissant,"glissade, gémissant, glissement, gisant, grisant",5,"Rule2-4_EditDistance, Rule5b_Structural"
glissement,"glapissement, gloussement, gémissement, glissant",4,"Rule5a_Skeleton, Rule5b_Structural"
glisser,"glousser, graisser, glissade, glissière",4,"Rule5a_Skeleton, Rule5b_Structural"
glissière,"glisser, glissade, glousser",3,"Rule5a_Skeleton, Rule5b_Structural"
globe,gober,1,Rule2-4_EditDistance
globuleux,glorieux,1,Rule5b_Structural
gloire,"gloriole, galerie, geôlier, galer, geler",5,"Rule5a_Skeleton, Rule5b_Structural"
glorieusement,"gracieusement, gloussement, généreusement",3,"Rule2-4_EditDistance, Rule5b_Structural"
glorieux,"gloriole, globuleux, gracieux",3,"Rule2-4_EditDistance, Rule5b_Structural"
glorifier,gratifier,1,Rule2-4_EditDistance
gloriole,"glorieux, gorille, gloire",3,"Rule2-4_EditDistance, Rule5b_Structural"
glotte,"grotte, goutte, galette",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gloussement,"glissement, glapissement, glorieusement",3,"Rule5a_Skeleton, Rule5b_Structural"
glousser,"glisser, gausser, gousset, grossier, grosseur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gluant,galant,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
glycine,glaçon,1,Rule5b_Structural
gnome,gomme,1,Rule2-4_EditDistance
gnon,"guenon, gond, gong",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gober,"goder, globe, gibier",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
goder,"godet, gober, guider",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
godet,goder,1,Rule2-4_EditDistance
gogo,gong,1,Rule2-4_EditDistance
goguenard,geignard,1,"Rule5a_Skeleton, Rule5b_Structural"
goinfrer,"gonfler, gominer",2,Rule5b_Structural
golf,golfe,1,"Rule5a_Skeleton, Rule5b_Structural"
golfe,golf,1,"Rule5a_Skeleton, Rule5b_Structural"
gominer,goinfrer,1,Rule5b_Structural
gomme,"gommer, gamme, gnome, gammée",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gommer,gomme,1,Rule5b_Structural
gond,"gong, gnon, guindé",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gondole,"gondoler, gonze",2,Rule5b_Structural
gondoler,"gondole, gonfler, gronder",3,Rule5b_Structural
gonfler,"gonflé, gondoler, goinfrer",3,Rule5b_Structural
gonflé,gonfler,1,Rule5b_Structural
gong,"gond, gang, gogo, gnon, gangue",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gonze,"gonzesse, gondole",2,Rule5b_Structural
gonzesse,gonze,1,Rule5b_Structural
gorge,"gorger, gorgée, gorille, garage",4,"Rule5a_Skeleton, Rule5b_Structural"
gorger,"gorge, gorgée, gourer",3,"Rule2-4_EditDistance, Rule5b_Structural"
gorgée,"gorge, gorger, gorille, garage",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gorille,"grille, griller, gloriole, grillé, gorge",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gosier,"grossier, gésir",2,"Rule5a_Skeleton, Rule5b_Structural"
goudron,goudronné,1,Rule5b_Structural
goudronné,goudron,1,Rule5b_Structural
gouffre,"goulée, gourde, goutte, gaffer",4,"Rule5a_Skeleton, Rule5b_Structural"
goujat,gousset,1,Rule5b_Structural
goulot,"gousset, galet, gilet",3,"Rule5a_Skeleton, Rule5b_Structural"
goulée,gouffre,1,Rule5b_Structural
goupiller,"goupillon, gaspiller, grouiller, guilleret",4,Rule2-4_EditDistance
goupillon,goupiller,1,Rule2-4_EditDistance
gourbi,gerbe,1,"Rule5a_Skeleton, Rule5b_Structural"
gourd,"gourde, gourdin, gourmand, garde, gardé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gourde,"gourd, gourdin, gourer, garde, gouffre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gourdin,"gourd, gourde, gradin, gardien, guéridon",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gourer,"gourde, gouverner, gorger, garer, gérer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gourmand,gourd,1,Rule5b_Structural
gourmette,"goutte, girouette",2,"Rule2-4_EditDistance, Rule5b_Structural"
gousset,"glousser, goujat, goulot",3,Rule5b_Structural
goutte,"goutter, gouttière, gourmette, glotte, grotte",5,"Rule2-4_EditDistance, Rule5b_Structural"
goutter,"goutte, gouttière, guetter, guetteur",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gouttière,"goutte, goutter, guetter, guetteur",4,"Rule5a_Skeleton, Rule5b_Structural"
gouvernail,gouvernant,1,Rule2-4_EditDistance
gouvernant,"gouvernante, gouvernail, gouvernement",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gouvernante,"gouvernant, gouvernement",2,"Rule5a_Skeleton, Rule5b_Structural"
gouvernement,"gouvernemental, gouvernant, gouvernante",3,Rule5b_Structural
gouvernemental,gouvernement,1,Rule5b_Structural
gouverner,"gouverneur, gourer",2,"Rule5a_Skeleton, Rule5b_Structural"
gouverneur,gouverner,1,"Rule5a_Skeleton, Rule5b_Structural"
goéland,"gland, glande",2,"Rule5a_Skeleton, Rule5b_Structural"
goût,goûter,1,Rule5b_Structural
goûter,"goût, gâter, gâterie, guêtre, guitare",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grabat,gratuit,1,Rule5b_Structural
gracieusement,"glorieusement, généreusement",2,Rule2-4_EditDistance
gracieux,"gracile, graisseux, glorieux",3,"Rule2-4_EditDistance, Rule5b_Structural"
gracile,"gracieux, grailler, grade, grave, gramme",5,Rule5b_Structural
grade,"gradé, grave, grand, garde, gracile",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gradin,"grain, gratin, graine, gourdin, gardien",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gradé,"grade, gravé, grand, gardé, gravité",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grailler,"griller, grouiller, grésiller, graisser, grille",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grain,"graine, gradin, gratin, gain, groin",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
graine,"grain, gaine, gradin, gratin, graminée",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
graisse,"graisser, graisseux, grandiose, grade, grave",5,Rule5b_Structural
graisser,"graisse, graisseux, grailler, griser, glisser",5,"Rule2-4_EditDistance, Rule5b_Structural"
graisseux,"graisse, graisser, gracieux",3,Rule5b_Structural
graminée,"graine, gramme, grange, gracile, graisse",5,Rule5b_Structural
grammaire,gramme,1,Rule5b_Structural
gramme,"gamme, grammaire, graminée, gracile, graisse",5,Rule5b_Structural
grand,"grandir, gland, grade, gradé, grain",5,"Rule2-4_EditDistance, Rule5b_Structural"
grand-chose,grandiose,1,Rule5b_Structural
grand-duc,grand-rue,1,Rule2-4_EditDistance
grand-mère,"grand-père, grand-rue",2,"Rule2-4_EditDistance, Rule5b_Structural"
grand-peine,grand-père,1,Rule5b_Structural
grand-père,"grand-mère, grand-peine, grand-rue",3,"Rule2-4_EditDistance, Rule5b_Structural"
grand-route,"grand-rue, grand-tante",2,"Rule2-4_EditDistance, Rule5b_Structural"
grand-rue,"grand-route, grand-duc, grand-mère, grand-père, grandir",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grand-tante,grand-route,1,Rule2-4_EditDistance
grandement,"grondement, gravement, grincement, grognement, garnement",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grandeur,"grandir, grand-rue, gronder, glander, graver",5,"Rule5a_Skeleton, Rule5b_Structural"
grandiose,"grand-chose, grand-rue, graisse",3,"Rule2-4_EditDistance, Rule5b_Structural"
grandir,"grand, grandeur, grand-rue, garantir, gronder",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grange,"graine, garage, gracile, graisse, gravure",5,"Rule2-4_EditDistance, Rule5b_Structural"
granit,"garant, gérant, garanti, grenat, garantie",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grappe,"grippe, gracile, graisse, gravure",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gras,"gris, gros, grès, glas, gravats",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grassouillet,grouillement,1,Rule2-4_EditDistance
gratifier,"gratter, gravier, glorifier, grailler, graisser",5,"Rule2-4_EditDistance, Rule5b_Structural"
gratin,"gratis, grain, gradin, graine",4,"Rule2-4_EditDistance, Rule5b_Structural"
gratis,"gratin, gravats",2,"Rule2-4_EditDistance, Rule5b_Structural"
gratter,"gratifier, grailler, graisser, gravir, grandeur",5,Rule5b_Structural
gratuit,"gratuité, grabat, grotte, griotte, girouette",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gratuitement,grouillement,1,Rule2-4_EditDistance
gratuité,"gratuit, gravité, grotte, griotte, girouette",5,"Rule5a_Skeleton, Rule5b_Structural"
gravats,"gratis, gras",2,Rule5b_Structural
grave,"graver, gravé, grade, grive, grève",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gravement,"grandement, gaiement, garnement",3,"Rule2-4_EditDistance, Rule5b_Structural"
graver,"grave, gravier, gravir, gaver, gravure",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gravier,"gravir, graver, gravure, gratifier, grailler",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gravir,"gravier, graver, gravité, gravure, gratter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gravité,"gravir, gratuité, gradé",3,Rule5b_Structural
gravure,"graver, gravir, gravier, grade, graine",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gravé,"grave, gradé, grive, grève",4,"Rule5a_Skeleton, Rule2-4_EditDistance"
grec,"grâce, grue, gare, garce",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
greffe,"greffer, griffe, greffier, griffu, grenade",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
greffer,"greffe, greffier, griffer",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
greffier,"greffer, greffe, grenier, grenadier, griffer",5,"Rule5a_Skeleton, Rule5b_Structural"
grenade,"grenadine, grenadier, grenat, greffe, grand",5,"Rule5a_Skeleton, Rule5b_Structural"
grenadier,"grenadine, grenade, grenier, greffier, gronder",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grenadine,"grenadier, grenade, grondin",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grenat,"grenade, granit, garant, gérant, garanti",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grenier,"grenadier, greffier, garnir",3,"Rule5a_Skeleton, Rule5b_Structural"
grenouille,"grouiller, gargouille",2,"Rule2-4_EditDistance, Rule5b_Structural"
grenu,"genou, graine, grain, groin, garni",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gribouiller,"grouiller, gargouiller",2,"Rule2-4_EditDistance, Rule5b_Structural"
grief,"grive, girafe",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
griffe,"griffer, griffu, greffe, grimace, griotte",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
griffer,"griffe, greffer, griffu, griffonner, greffier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
griffonner,griffer,1,Rule5b_Structural
griffu,"griffe, griffer, greffe",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grignoter,"gigoter, grincer",2,Rule5b_Structural
gril,"gris, grille, grillé, grêle, girl",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grillage,"grillagé, grille, griller, grimace, gorille",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grillagé,"grillage, grillé",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grille,"griller, grillé, gorille, grillon, grillage",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
griller,"grille, grailler, grillé, grouiller, grésiller",5,"Rule5a_Skeleton, Rule5b_Structural"
grillon,"grille, grillé",2,Rule5b_Structural
grillé,"grille, griller, grillon, grillagé, gril",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grimace,"grimacer, grive, griffe, grille, grippe",5,Rule5b_Structural
grimacer,"grimace, grimper, grincer, griser, griffer",5,Rule5b_Structural
grimaçant,"grimpant, grinçant, grisant",3,Rule5b_Structural
grimpant,"grimaçant, grisant, grinçant",3,"Rule2-4_EditDistance, Rule5b_Structural"
grimper,grimacer,1,Rule5b_Structural
grincement,"grandement, grondement, grognement, garnement",4,"Rule2-4_EditDistance, Rule5b_Structural"
grincer,"grimacer, grignoter",2,Rule5b_Structural
grinçant,"grimaçant, grisant, grimpant, grisonnant",4,"Rule2-4_EditDistance, Rule5b_Structural"
griotte,"grotte, grive, griffe, grille, grippe",5,"Rule5a_Skeleton, Rule5b_Structural"
grippe,"grappe, grimace, griotte",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gris,"gril, griser, gras, gros, grès",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grisaille,"grille, groseille, grailler, grésiller",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grisant,"gisant, grimpant, grinçant, grisonnant, glissant",5,Rule5b_Structural
griser,"griserie, gris, graisser, grimacer",4,"Rule5a_Skeleton, Rule5b_Structural"
griserie,"griser, grisâtre, graisser",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grisonnant,"grisant, grinçant",2,Rule5b_Structural
grisâtre,"griserie, griotte, gréviste",3,"Rule2-4_EditDistance, Rule5b_Structural"
grive,"grave, grève, grief, grimace, griotte",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grogne,grogner,1,Rule5b_Structural
grognement,"grondement, groupement, grandement, grincement, garnement",5,"Rule2-4_EditDistance, Rule5b_Structural"
grogner,"grogne, gronder, grossier, grosseur, grossir",5,"Rule2-4_EditDistance, Rule5b_Structural"
groin,"grain, graine, giron, grenu, garni",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grommeler,grouiller,1,Rule2-4_EditDistance
grondement,"grandement, grognement, groupement, grincement, garnement",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gronder,"grogner, grandeur, grossier, grandir, gondoler",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grondin,grenadine,1,"Rule5a_Skeleton, Rule5b_Structural"
groom,germe,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
gros,"gras, gris, grès, gars",4,"Rule5a_Skeleton, Rule2-4_EditDistance"
groseille,"grisaille, grouiller, grésiller",3,"Rule5a_Skeleton, Rule2-4_EditDistance"
grosseur,"grossir, grossier, guérisseur, graisser, grogner",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grossier,"grossir, grosseur, gosier, grogner, gronder",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grossir,"grossier, grosseur, grogner, gronder, grouper",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grossièrement,grossièreté,1,Rule5b_Structural
grossièreté,grossièrement,1,Rule5b_Structural
grotte,"griotte, glotte, goutte, girouette, gratuité",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grouillant,grouillement,1,Rule5b_Structural
grouillement,"grésillement, grouillant, groupement, guillemet, gratuitement",5,"Rule2-4_EditDistance, Rule5b_Structural"
grouiller,"gribouiller, griller, grailler, gargouiller, grésiller",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
groupe,"grouper, groupé",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
groupement,"grognement, grondement, grouillement",3,"Rule2-4_EditDistance, Rule5b_Structural"
grouper,"groupe, groupé, grouiller, grossier, grosseur",5,Rule5b_Structural
groupé,"groupe, grouper",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grue,"gruyère, grec, guet, gare",4,"Rule2-4_EditDistance, Rule5b_Structural"
gruyère,"grue, guerre, gourer, garer, gérer",5,"Rule5a_Skeleton, Rule5b_Structural"
grâce,"grec, garce, gâche",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
grès,"gras, gris, gros, gars",4,"Rule5a_Skeleton, Rule2-4_EditDistance"
grève,"grave, grive, gravé",3,"Rule5a_Skeleton, Rule2-4_EditDistance"
grésillement,grouillement,1,Rule2-4_EditDistance
grésiller,"griller, grailler, grouiller, gaspiller, grisaille",5,"Rule2-4_EditDistance, Rule5b_Structural"
gréviste,grisâtre,1,Rule2-4_EditDistance
grêle,"gril, girl",2,"Rule5a_Skeleton, Rule5b_Structural"
guenille,"gueule, guibolle",2,"Rule2-4_EditDistance, Rule5b_Structural"
guenon,gnon,1,"Rule5a_Skeleton, Rule5b_Structural"
guerre,"guerrier, garer, gérer, gourer, gruyère",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
guerrier,"guerre, guetter, gueuler",3,Rule5b_Structural
guet,"grue, gent",2,Rule2-4_EditDistance
guetter,"guetteur, goutter, guerrier, gouttière",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
guetteur,"guetter, gueuler, goutter, guttural, gouttière",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gueulard,gueuler,1,Rule5b_Structural
gueule,"gueuler, guenille",2,Rule5b_Structural
gueuler,"gueule, gueulard, guerrier, geler, guetteur",5,"Rule5a_Skeleton, Rule5b_Structural"
guibolle,"guenille, guitoune",2,Rule2-4_EditDistance
guide,"guider, guise, guitare",3,"Rule2-4_EditDistance, Rule5b_Structural"
guider,"guide, goder",2,"Rule5a_Skeleton, Rule5b_Structural"
guidon,guéridon,1,Rule5b_Structural
guigner,gagner,1,"Rule5a_Skeleton, Rule5b_Structural"
guillemet,"guilleret, grouillement",2,"Rule2-4_EditDistance, Rule5b_Structural"
guilleret,"guillemet, grouiller, goupiller",3,Rule2-4_EditDistance
guillotine,guillotiner,1,Rule5b_Structural
guillotiner,guillotine,1,Rule5b_Structural
guimauve,"guimbarde, guitare, guitoune",3,"Rule2-4_EditDistance, Rule5b_Structural"
guimbarde,"guimauve, guitare, guirlande",3,"Rule2-4_EditDistance, Rule5b_Structural"
guindé,gond,1,"Rule5a_Skeleton, Rule5b_Structural"
guirlande,guimbarde,1,Rule2-4_EditDistance
guise,"guide, guitare",2,"Rule2-4_EditDistance, Rule5b_Structural"
guitare,"guitariste, guitoune, guêtre, guimbarde, guide",5,"Rule5a_Skeleton, Rule5b_Structural"
guitariste,guitare,1,Rule5b_Structural
guitoune,"guitare, guibolle, guimauve, gitan",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
guttural,guetteur,1,Rule2-4_EditDistance
guéri,"guérir, guérite",2,Rule5b_Structural
guéridon,"guérison, guidon, gardien, gourdin, gradin",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
guérir,"guéri, guérite, gérer, guerre, garer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
guérison,"guéridon, garnison",2,Rule2-4_EditDistance
guérisseur,"grosseur, graisser, grossir, grossier",4,"Rule5a_Skeleton, Rule5b_Structural"
guérite,"guéri, guérir",2,Rule5b_Structural
guêtre,"guitare, goûter, gâter, gâterie",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gâche,"gâcher, gâchette, gauche, grâce",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gâcher,"gâche, gaucherie",2,"Rule5a_Skeleton, Rule5b_Structural"
gâchette,gâche,1,Rule5b_Structural
gâteau,gâteux,1,Rule2-4_EditDistance
gâter,"gâterie, goûter, guêtre, guitare",4,"Rule5a_Skeleton, Rule5b_Structural"
gâterie,"gâter, goûter, guitare, guêtre",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gâteux,gâteau,1,Rule2-4_EditDistance
géant,"gérant, gant, ganté, gent, genêt",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gémir,gésir,1,Rule2-4_EditDistance
gémissant,"gémissement, glissant",2,Rule5b_Structural
gémissement,"glissement, gémissant, glapissement",3,Rule5b_Structural
géniteur,ganter,1,"Rule5a_Skeleton, Rule5b_Structural"
génois,gens,1,"Rule5a_Skeleton, Rule5b_Structural"
généalogie,généalogique,1,Rule5b_Structural
généalogique,généalogie,1,Rule5b_Structural
généralement,généreusement,1,Rule5b_Structural
généralisé,"généralité, générosité",2,Rule2-4_EditDistance
généralité,"généralisé, générosité",2,Rule2-4_EditDistance
généreusement,"généralement, glorieusement, gracieusement",3,"Rule2-4_EditDistance, Rule5b_Structural"
générosité,"généralité, généralisé",2,Rule2-4_EditDistance
géographie,géographique,1,Rule5b_Structural
géographique,géographie,1,Rule5b_Structural
géométrie,géométrique,1,Rule5b_Structural
géométrique,géométrie,1,Rule5b_Structural
gérant,"géant, garant, garanti, granit, garantie",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gérer,"garer, gourer, guérir, guerre, gruyère",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gésir,"gémir, gosier",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gêne,"gêner, gêné",2,"Rule2-4_EditDistance, Rule5b_Structural"
gêner,"gêne, gainer, genre",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
gêné,gêne,1,Rule2-4_EditDistance
habile,"habileté, habiller, habillé, habitable, habitacle",5,Rule5b_Structural
habilement,"habillement, halètement, humblement",3,"Rule2-4_EditDistance, Rule5b_Structural"
habileté,"habile, habité, habillé, habiller, habitué",5,"Rule2-4_EditDistance, Rule5b_Structural"
habillement,"habilement, habituellement",2,Rule5b_Structural
habiller,"habillé, habile, habiter, habituer, habileté",5,"Rule2-4_EditDistance, Rule5b_Structural"
habillé,"habiller, habile, habileté",3,Rule5b_Structural
habit,"habité, habiter, habitué, habitant, hébété",5,"Rule5a_Skeleton, Rule5b_Structural"
habitable,"habitacle, habile, habitude",3,"Rule2-4_EditDistance, Rule5b_Structural"
habitacle,"habitable, habile, habitude",3,"Rule2-4_EditDistance, Rule5b_Structural"
habitant,"habit, haletant, hésitant",3,"Rule2-4_EditDistance, Rule5b_Structural"
habitation,hésitation,1,Rule2-4_EditDistance
habiter,"habituer, habit, habité, habiller, habituel",5,"Rule5a_Skeleton, Rule5b_Structural"
habitude,"habitué, habituel, habituer, habitable, habiter",5,"Rule2-4_EditDistance, Rule5b_Structural"
habituel,"habituer, habitué, habitude, habiter",4,"Rule2-4_EditDistance, Rule5b_Structural"
habituellement,habillement,1,Rule5b_Structural
habituer,"habituel, habiter, habitué, habitude, habiller",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
habitué,"habité, habitude, habituel, habituer, habit",5,"Rule5a_Skeleton, Rule5b_Structural"
habité,"habit, habitué, habiter, habileté, hébété",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hache,"hacher, haché, hanche",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hacher,"hache, hocher, hanche",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
haché,hache,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
hagard,"hasard, hangar",2,Rule2-4_EditDistance
haie,"haine, hier",2,"Rule2-4_EditDistance, Rule5b_Structural"
haine,"haineux, haie",2,Rule5b_Structural
haineux,"haine, hargneux",2,Rule5b_Structural
haleine,"halle, halte",2,Rule5b_Structural
haler,"haleter, halle, héler, halte, huiler",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
haletant,habitant,1,Rule2-4_EditDistance
haleter,haler,1,Rule5b_Structural
hall,"halle, halo",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
halle,"hall, halte, haler, haleine",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hallier,habiller,1,Rule5b_Structural
hallucinant,hallucination,1,Rule5b_Structural
hallucination,hallucinant,1,Rule5b_Structural
halo,hall,1,Rule2-4_EditDistance
halte,"halle, haute, haler, haleine",4,"Rule2-4_EditDistance, Rule5b_Structural"
halètement,"hautement, habilement",2,"Rule2-4_EditDistance, Rule5b_Structural"
hamac,hammam,1,Rule5b_Structural
hammam,hamac,1,Rule5b_Structural
hampe,harpe,1,Rule2-4_EditDistance
hanche,"hache, hacher, hantise",3,"Rule2-4_EditDistance, Rule5b_Structural"
