target_word,similar_words,similarity_count
fusillade,"fusiller, feuillage",2
fusiller,"fusillé, fusillade, failler, fouiller, fuser",5
fusillé,"fusiller, fusil",2
fusion,"fusain, faisan",2
fusée,"fumée, fuser",2
futaie,"futaille, futile, foutaise",3
futaille,"futaie, futile, faille, fusiller, famille",5
futile,"futaille, futaie, fauteuil, fatal",4
futilité,"facilité, fatalité, fidélité",3
futur,"fauteur, foutu, fauter, foutoir, fêter",5
futé,fumé,1
fuyant,"fumant, fusant, feint, fente, fonte",5
fuyard,"fard, faraud, fardeau, froid, fraude",5
fâcher,"fâcheux, ficher, faucher, fichier",4
fâcheux,fâcher,1
fâché,"fiche, fichu",2
fébrilement,frileusement,1
fébrilité,"fragilité, frivolité",2
fécond,"féconder, faconde",2
féconder,"fécond, fonder, faconde",3
féerie,"féerique, février",2
féerique,"féerie, fabrique",2
féliciter,félicité,1
félicité,"féliciter, férocité, féminité, fidélité",4
félin,"filin, filon, flan",3
féminin,féminité,1
féministe,féminité,1
féminité,"féminin, féministe, félicité, fumant",4
féodal,fidèle,1
férié,"férocité, fripé, frisé",3
féroce,"froc, farce, force, farci, forcé",5
férocement,"froncement, froidement, frottement, farouchement, forcément",5
férocité,"félicité, férié, forçat",3
féru,fétu,1
fétiche,fortiche,1
fétu,féru,1
février,féerie,1
fêler,"fêter, filer, fêlure, fouler, frêle",5
fêlure,"fêler, flore, filière, fleur, fleuri",5
fêlé,filé,1
fête,fêter,1
fêter,"fête, fêler, fauter, fauteur, futur",5
gaffe,gaffer,1
gaffer,"gaffe, gouffre",2
gage,"garage, gare, gaze, gang",4
gagner,"gainer, guigner, ganter, glaner",4
gagné,ganté,1
gaiement,"garnement, gravement",2
gaillard,grailler,1
gain,"gaine, gainer, gamin, grain, gang",5
gaine,"gainer, gain, graine, gamin, grain",5
gainer,"gaine, gagner, gain, ganter, gêner",5
gala,"galant, glas",2
galant,"garant, gala, galopant, gant, gluant",5
galanterie,galerie,1
galaxie,"galette, galoche, galeux",3
galer,"galet, galerie, garer, gaver, gazer",5
galerie,"galer, galanterie, galoche, geler, gloire",5
galet,"galer, galette, gilet, gaule, goulot",5
galette,"galet, gazette, galipette, glotte, galaxie",5
galeux,"gazeux, galaxie",2
galipette,galette,1
galoche,"galopade, galaxie, galerie, galette",4
galon,"galop, galonné, gazon",3
galonné,galon,1
galop,"galon, galoper, galopin",3
galopade,"galopant, galoper, galoche",3
galopant,"galopade, galant, galopin",3
galoper,"galop, galopade, glapir",3
galopin,"galop, galopant",2
gambader,"gamberger, gamberge",2
gamberge,"gamberger, gambader, gamelle",3
gamberger,"gamberge, gambader",2
gamelle,"gazelle, gamme, gammée, gamberge",4
gamin,"gain, gaine, grain",3
gamme,"gammée, gramme, gomme, gamelle",4
gammée,"gamme, gamelle, gramme, gomme",4
gang,"gant, gangue, gong, gage, gain",5
gangrène,"gangue, gazogène",2
gangster,ganter,1
gangue,"gang, gangrène, grange, gong",4
gant,"ganté, gang, ganter, galant, garant",5
ganter,"gant, gangster, gagner, gainer, glaner",5
ganté,"gant, gaîté, géant, gagné, gent",5
garage,"gage, garagiste, garantie, grange, garrigue",5
garagiste,garage,1
garant,"garanti, garantie, garantir, galant, gérant",5
garanti,"garantie, garantir, garant, gérant, granit",5
garantie,"garanti, garantir, garant, garage, gérant",5
garantir,"garanti, garantie, garant, garnir, grandir",5
garce,"gare, garde, garer, glace, grâce",5
garde,"garder, gardé, gare, garce, garer",5
garder,"garde, garer",2
gardien,"garçon, garnison, gradin, gourdin, guéridon",5
gardé,"garde, gradé, gourde, grade, gourd",5
gare,"garer, gars, garce, garde, gage",5
garer,"gare, garder, galer, gaver, gazer",5
gargouille,"gargouiller, gargouillis, grenouille, grouiller",4
gargouiller,"gargouille, gargouillis, grouiller, gribouiller",4
gargouillis,"gargouille, gargouiller, gazouillis",3
garnement,"gaiement, gravement, grognement, grandement, grincement",5
garni,"garnir, grain, graine, giron, grenu",5
garnir,"garni, garantir, grenier",3
garnison,"garçon, guérison, gardien",3
garniture,"garrigue, garantir",2
garrigue,"garage, garniture",2
gars,"gare, gras, glas, gris, gros",5
garçon,"garnison, glaçon, gardien",3
gaspillage,gaspiller,1
gaspiller,"gaspillage, goupiller, grailler, grésiller",4
gauche,"gaucherie, gauchiste, gâche",3
gaucherie,"gauche, gauchiste, gâcher",3
gauchiste,"gaulliste, gauche, gaucherie",3
gaule,"galer, galet",2
gaulliste,gauchiste,1
gaulois,"glaise, glas",2
gausser,"glousser, graisser",2
gaver,"graver, galer, garer, gazer, grave",5
gaze,"gazer, gazeux, gazelle, gazette, gage",5
gazelle,"gamelle, gaze",2
gazer,"gaze, galer, garer, gaver",4
gazette,"galette, gaze",2
gazeux,"galeux, gaze",2
gazogène,gangrène,1
gazon,galon,1
gazouillis,gargouillis,1
gaîté,ganté,1
geai,gain,1
geignard,goguenard,1
geindre,"gendre, gendarme",2
geler,"galer, gelée, geôlier, gueuler, geôle",5
gelé,gelée,1
gelée,"gelé, geler, geôle",3
gencive,"genre, gendre, genièvre",3
gendarme,"gendarmerie, gendre, genre, geindre",4
gendarmerie,gendarme,1
gendre,"geindre, genre, gendarme, genièvre, gencive",5
genièvre,"genre, gendre, gencive",3
genou,grenu,1
genre,"gendre, genièvre, gencive, gendarme, gerbe",5
gens,"gent, génois",2
gent,"gens, genêt, gentil, gant, géant",5
gentil,gent,1
genêt,"gent, gant, géant, ganté",4
gerbe,"gerber, germe, genre, gourbi",4
gerber,"gerbe, gercer, germer",3
gercer,"gerber, germer",2
germain,graminée,1
germe,"germer, gerbe, genre, groom",4
germer,"germe, gerber, gercer",3
gestation,gestion,1
gestion,gestation,1
geôle,"geler, gelée",2
geôlier,"geler, galer, gueuler, galerie, gloire",5
gibet,gilet,1
gibier,gober,1
gicler,"gifler, giclée",2
giclée,gicler,1
gifle,"gifler, gilet",2
gifler,"gifle, gicler",2
gigot,gigoter,1
gigoter,"gigot, grignoter",2
gilet,"gibet, galet, gifle, goulot",4
girafe,grief,1
girl,"gril, grêle",2
giron,"girond, groin, grain, garni, grenu",5
girond,"giron, grand, grenade",3
girouette,"grotte, gourmette, griotte, gratuit, gratuité",5
gisant,"grisant, glissant",2
gitan,guitoune,1
givre,"givré, grive, gaver",3
givré,"givre, gaver",2
glabre,"glacière, glauque",2
glace,"glacer, glacé, glacière, glauque, garce",5
glacer,"glace, glacier, glaner, glacière",4
glacial,"glacis, glaïeul",2
glacier,"glacer, glacis, glacière",3
glacis,"glacial, glacier, glaise",3
glacière,"glacier, glace, glabre, glacer, glaise",5
glacé,glace,1
glaise,"glaive, glacis, glas, glauque, glacière",5
glaive,"glaise, glauque, glacière",3
gland,"glande, glander, grand, goéland",4
glande,"glander, gland, glaner, glauque, goéland",5
glander,"glande, glaner, gland, grandeur, glapir",5
glaner,"glander, glacer, glande, gagner, gainer",5
glapir,"glander, galoper",2
glapissement,"glissement, gloussement, gémissement",3
glas,"glaise, gras, gala, gars, gaulois",5
glauque,"glace, glabre, glaise, glaive, glande",5
glaçon,"garçon, glycine",2
glaïeul,glacial,1
glissade,"glissant, glisser, glissière",3
glissant,"glissade, gémissant, glissement, gisant, grisant",5
glissement,"glapissement, gloussement, gémissement, glissant",4
glisser,"glousser, graisser, glissade, glissière",4
glissière,"glisser, glissade, glousser",3
globe,gober,1
globuleux,glorieux,1
gloire,"gloriole, galerie, geôlier, galer, geler",5
glorieusement,"gracieusement, gloussement, généreusement",3
glorieux,"gloriole, globuleux, gracieux",3
glorifier,gratifier,1
gloriole,"glorieux, gorille, gloire",3
glotte,"grotte, goutte, galette",3
gloussement,"glissement, glapissement, glorieusement",3
glousser,"glisser, gausser, gousset, grossier, grosseur",5
gluant,galant,1
glycine,glaçon,1
gnome,gomme,1
gnon,"guenon, gond, gong",3
gober,"goder, globe, gibier",3
goder,"godet, gober, guider",3
godet,goder,1
gogo,gong,1
goguenard,geignard,1
goinfrer,"gonfler, gominer",2
golf,golfe,1
golfe,golf,1
gominer,goinfrer,1
gomme,"gommer, gamme, gnome, gammée",4
gommer,gomme,1
gond,"gong, gnon, guindé",3
gondole,"gondoler, gonze",2
gondoler,"gondole, gonfler, gronder",3
gonfler,"gonflé, gondoler, goinfrer",3
gonflé,gonfler,1
gong,"gond, gang, gogo, gnon, gangue",5
gonze,"gonzesse, gondole",2
gonzesse,gonze,1
gorge,"gorger, gorgée, gorille, garage",4
gorger,"gorge, gorgée, gourer",3
gorgée,"gorge, gorger, gorille, garage",4
gorille,"grille, griller, gloriole, grillé, gorge",5
gosier,"grossier, gésir",2
goudron,goudronné,1
goudronné,goudron,1
gouffre,"goulée, gourde, goutte, gaffer",4
goujat,gousset,1
goulot,"gousset, galet, gilet",3
goulée,gouffre,1
goupiller,"goupillon, gaspiller, grouiller, guilleret",4
goupillon,goupiller,1
gourbi,gerbe,1
gourd,"gourde, gourdin, gourmand, garde, gardé",5
gourde,"gourd, gourdin, gourer, garde, gouffre",5
gourdin,"gourd, gourde, gradin, gardien, guéridon",5
gourer,"gourde, gouverner, gorger, garer, gérer",5
gourmand,gourd,1
gourmette,"goutte, girouette",2
gousset,"glousser, goujat, goulot",3
goutte,"goutter, gouttière, gourmette, glotte, grotte",5
goutter,"goutte, gouttière, guetter, guetteur",4
gouttière,"goutte, goutter, guetter, guetteur",4
gouvernail,gouvernant,1
gouvernant,"gouvernante, gouvernail, gouvernement",3
gouvernante,"gouvernant, gouvernement",2
gouvernement,"gouvernemental, gouvernant, gouvernante",3
gouvernemental,gouvernement,1
gouverner,"gouverneur, gourer",2
gouverneur,gouverner,1
goéland,"gland, glande",2
goût,goûter,1
goûter,"goût, gâter, gâterie, guêtre, guitare",5
grabat,gratuit,1
gracieusement,"glorieusement, généreusement",2
gracieux,"gracile, graisseux, glorieux",3
gracile,"gracieux, grailler, grade, grave, gramme",5
grade,"gradé, grave, grand, garde, gracile",5
gradin,"grain, gratin, graine, gourdin, gardien",5
gradé,"grade, gravé, grand, gardé, gravité",5
grailler,"griller, grouiller, grésiller, graisser, grille",5
grain,"graine, gradin, gratin, gain, groin",5
graine,"grain, gaine, gradin, gratin, graminée",5
graisse,"graisser, graisseux, grandiose, grade, grave",5
graisser,"graisse, graisseux, grailler, griser, glisser",5
graisseux,"graisse, graisser, gracieux",3
graminée,"graine, gramme, grange, gracile, graisse",5
grammaire,gramme,1
gramme,"gamme, grammaire, graminée, gracile, graisse",5
grand,"grandir, gland, grade, gradé, grain",5
grand-chose,grandiose,1
grand-duc,grand-rue,1
grand-mère,"grand-père, grand-rue",2
grand-peine,grand-père,1
grand-père,"grand-mère, grand-peine, grand-rue",3
grand-route,"grand-rue, grand-tante",2
grand-rue,"grand-route, grand-duc, grand-mère, grand-père, grandir",5
grand-tante,grand-route,1
grandement,"grondement, gravement, grincement, grognement, garnement",5
grandeur,"grandir, grand-rue, gronder, glander, graver",5
grandiose,"grand-chose, grand-rue, graisse",3
grandir,"grand, grandeur, grand-rue, garantir, gronder",5
grange,"graine, garage, gracile, graisse, gravure",5
granit,"garant, gérant, garanti, grenat, garantie",5
grappe,"grippe, gracile, graisse, gravure",4
gras,"gris, gros, grès, glas, gravats",5
grassouillet,grouillement,1
gratifier,"gratter, gravier, glorifier, grailler, graisser",5
gratin,"gratis, grain, gradin, graine",4
gratis,"gratin, gravats",2
gratter,"gratifier, grailler, graisser, gravir, grandeur",5
gratuit,"gratuité, grabat, grotte, griotte, girouette",5
gratuitement,grouillement,1
gratuité,"gratuit, gravité, grotte, griotte, girouette",5
gravats,"gratis, gras",2
grave,"graver, gravé, grade, grive, grève",5
gravement,"grandement, gaiement, garnement",3
graver,"grave, gravier, gravir, gaver, gravure",5
gravier,"gravir, graver, gravure, gratifier, grailler",5
gravir,"gravier, graver, gravité, gravure, gratter",5
gravité,"gravir, gratuité, gradé",3
gravure,"graver, gravir, gravier, grade, graine",5
gravé,"grave, gradé, grive, grève",4
grec,"grâce, grue, gare, garce",4
greffe,"greffer, griffe, greffier, griffu, grenade",5
greffer,"greffe, greffier, griffer",3
greffier,"greffer, greffe, grenier, grenadier, griffer",5
grenade,"grenadine, grenadier, grenat, greffe, grand",5
grenadier,"grenadine, grenade, grenier, greffier, gronder",5
grenadine,"grenadier, grenade, grondin",3
grenat,"grenade, granit, garant, gérant, garanti",5
grenier,"grenadier, greffier, garnir",3
grenouille,"grouiller, gargouille",2
grenu,"genou, graine, grain, groin, garni",5
gribouiller,"grouiller, gargouiller",2
grief,"grive, girafe",2
griffe,"griffer, griffu, greffe, grimace, griotte",5
griffer,"griffe, greffer, griffu, griffonner, greffier",5
griffonner,griffer,1
griffu,"griffe, griffer, greffe",3
grignoter,"gigoter, grincer",2
gril,"gris, grille, grillé, grêle, girl",5
grillage,"grillagé, grille, griller, grimace, gorille",5
grillagé,"grillage, grillé",2
grille,"griller, grillé, gorille, grillon, grillage",5
griller,"grille, grailler, grillé, grouiller, grésiller",5
grillon,"grille, grillé",2
grillé,"grille, griller, grillon, grillagé, gril",5
grimace,"grimacer, grive, griffe, grille, grippe",5
grimacer,"grimace, grimper, grincer, griser, griffer",5
grimaçant,"grimpant, grinçant, grisant",3
grimpant,"grimaçant, grisant, grinçant",3
grimper,grimacer,1
grincement,"grandement, grondement, grognement, garnement",4
grincer,"grimacer, grignoter",2
grinçant,"grimaçant, grisant, grimpant, grisonnant",4
griotte,"grotte, grive, griffe, grille, grippe",5
grippe,"grappe, grimace, griotte",3
gris,"gril, griser, gras, gros, grès",5
grisaille,"grille, groseille, grailler, grésiller",4
grisant,"gisant, grimpant, grinçant, grisonnant, glissant",5
griser,"griserie, gris, graisser, grimacer",4
griserie,"griser, grisâtre, graisser",3
grisonnant,"grisant, grinçant",2
grisâtre,"griserie, griotte, gréviste",3
grive,"grave, grève, grief, grimace, griotte",5
grogne,grogner,1
grognement,"grondement, groupement, grandement, grincement, garnement",5
grogner,"grogne, gronder, grossier, grosseur, grossir",5
groin,"grain, graine, giron, grenu, garni",5
grommeler,grouiller,1
grondement,"grandement, grognement, groupement, grincement, garnement",5
gronder,"grogner, grandeur, grossier, grandir, gondoler",5
grondin,grenadine,1
groom,germe,1
gros,"gras, gris, grès, gars",4
groseille,"grisaille, grouiller, grésiller",3
grosseur,"grossir, grossier, guérisseur, graisser, grogner",5
grossier,"grossir, grosseur, gosier, grogner, gronder",5
grossir,"grossier, grosseur, grogner, gronder, grouper",5
grossièrement,grossièreté,1
grossièreté,grossièrement,1
grotte,"griotte, glotte, goutte, girouette, gratuité",5
grouillant,grouillement,1
grouillement,"grésillement, grouillant, groupement, guillemet, gratuitement",5
grouiller,"gribouiller, griller, grailler, gargouiller, grésiller",5
groupe,"grouper, groupé",2
groupement,"grognement, grondement, grouillement",3
grouper,"groupe, groupé, grouiller, grossier, grosseur",5
groupé,"groupe, grouper",2
grue,"gruyère, grec, guet, gare",4
gruyère,"grue, guerre, gourer, garer, gérer",5
grâce,"grec, garce, gâche",3
grès,"gras, gris, gros, gars",4
grève,"grave, grive, gravé",3
grésillement,grouillement,1
grésiller,"griller, grailler, grouiller, gaspiller, grisaille",5
gréviste,grisâtre,1
grêle,"gril, girl",2
guenille,"gueule, guibolle",2
guenon,gnon,1
guerre,"guerrier, garer, gérer, gourer, gruyère",5
guerrier,"guerre, guetter, gueuler",3
guet,"grue, gent",2
guetter,"guetteur, goutter, guerrier, gouttière",4
guetteur,"guetter, gueuler, goutter, guttural, gouttière",5
gueulard,gueuler,1
gueule,"gueuler, guenille",2
gueuler,"gueule, gueulard, guerrier, geler, guetteur",5
guibolle,"guenille, guitoune",2
guide,"guider, guise, guitare",3
guider,"guide, goder",2
guidon,guéridon,1
guigner,gagner,1
guillemet,"guilleret, grouillement",2
guilleret,"guillemet, grouiller, goupiller",3
guillotine,guillotiner,1
guillotiner,guillotine,1
guimauve,"guimbarde, guitare, guitoune",3
guimbarde,"guimauve, guitare, guirlande",3
guindé,gond,1
guirlande,guimbarde,1
guise,"guide, guitare",2
guitare,"guitariste, guitoune, guêtre, guimbarde, guide",5
guitariste,guitare,1
guitoune,"guitare, guibolle, guimauve, gitan",4
guttural,guetteur,1
guéri,"guérir, guérite",2
guéridon,"guérison, guidon, gardien, gourdin, gradin",5
guérir,"guéri, guérite, gérer, guerre, garer",5
guérison,"guéridon, garnison",2
guérisseur,"grosseur, graisser, grossir, grossier",4
guérite,"guéri, guérir",2
guêtre,"guitare, goûter, gâter, gâterie",4
gâche,"gâcher, gâchette, gauche, grâce",4
gâcher,"gâche, gaucherie",2
gâchette,gâche,1
gâteau,gâteux,1
gâter,"gâterie, goûter, guêtre, guitare",4
gâterie,"gâter, goûter, guitare, guêtre",4
gâteux,gâteau,1
géant,"gérant, gant, ganté, gent, genêt",5
gémir,gésir,1
gémissant,"gémissement, glissant",2
gémissement,"glissement, gémissant, glapissement",3
géniteur,ganter,1
génois,gens,1
généalogie,généalogique,1
généalogique,généalogie,1
généralement,généreusement,1
généralisé,"généralité, générosité",2
généralité,"généralisé, générosité",2
généreusement,"généralement, glorieusement, gracieusement",3
générosité,"généralité, généralisé",2
géographie,géographique,1
géographique,géographie,1
géométrie,géométrique,1
géométrique,géométrie,1
gérant,"géant, garant, garanti, granit, garantie",5
gérer,"garer, gourer, guérir, guerre, gruyère",5
gésir,"gémir, gosier",2
gêne,"gêner, gêné",2
gêner,"gêne, gainer, genre",3
gêné,gêne,1
habile,"habileté, habiller, habillé, habitable, habitacle",5
habilement,"habillement, halètement, humblement",3
habileté,"habile, habité, habillé, habiller, habitué",5
habillement,"habilement, habituellement",2
habiller,"habillé, habile, habiter, habituer, habileté",5
habillé,"habiller, habile, habileté",3
habit,"habité, habiter, habitué, habitant, hébété",5
habitable,"habitacle, habile, habitude",3
habitacle,"habitable, habile, habitude",3
habitant,"habit, haletant, hésitant",3
habitation,hésitation,1
habiter,"habituer, habit, habité, habiller, habituel",5
habitude,"habitué, habituel, habituer, habitable, habiter",5
habituel,"habituer, habitué, habitude, habiter",4
habituellement,habillement,1
habituer,"habituel, habiter, habitué, habitude, habiller",5
habitué,"habité, habitude, habituel, habituer, habit",5
habité,"habit, habitué, habiter, habileté, hébété",5
hache,"hacher, haché, hanche",3
hacher,"hache, hocher, hanche",3
haché,hache,1
hagard,"hasard, hangar",2
haie,"haine, hier",2
haine,"haineux, haie",2
haineux,"haine, hargneux",2
haleine,"halle, halte",2
haler,"haleter, halle, héler, halte, huiler",5
haletant,habitant,1
haleter,haler,1
hall,"halle, halo",2
halle,"hall, halte, haler, haleine",4
hallier,habiller,1
hallucinant,hallucination,1
hallucination,hallucinant,1
halo,hall,1
halte,"halle, haute, haler, haleine",4
halètement,"hautement, habilement",2
hamac,hammam,1
hammam,hamac,1
hampe,harpe,1
hanche,"hache, hacher, hantise",3
handicap,handicapé,1
handicapé,handicap,1
hangar,hagard,1
hantise,hanche,1
haque,haute,1
haranguer,harnacher,1
harassé,hérissé,1
harde,"hardi, harpe, horde, harem, havre",5
hardi,"harde, horde",2
harem,"harde, harpe, havre",3
hargne,"hargneux, harmonie",2
hargneux,"hargne, haineux, harmonieux",3
harmonica,"harmonie, harmonium",2
harmonie,"harmonieux, harmonica, harmonium, hargne, hermine",5
harmonieux,"harmonie, harmonium, hargneux",3
harmonium,"harmonie, harmonica, harmonieux",3
harnacher,haranguer,1
harpe,"harde, hampe, harem, havre",4
hasard,"hasarder, hagard",2
hasarder,"hasardeux, hasard",2
hasardeux,hasarder,1
hausse,"hausser, housse",2
haussement,hautement,1
hausser,"hausse, hisser, hauteur, huissier",4
haut,"haute, huit",2
haute,"haut, hauteur, halte, hutte, haque",5
hautement,"haussement, halètement, hurlement",3
hauteur,"haute, hausser, hâter, huître, hêtre",5
havre,"harem, harde, harpe, hiver",4
herbe,"herbu, herse, hermine, heure",4
herbu,herbe,1
hermine,"herbe, herse, harmonie",3
hermétique,hérétique,1
herse,"herbe, hermine, heure, hors, hérésie",5
heure,"heurt, heureux, hure, herbe, herse",5
heureusement,honteusement,1
heureux,heure,1
heurt,"heurté, heure, heurter",3
heurter,"heurt, heurté, hériter, héritier",4
heurté,"heurt, heurter",2
hier,"hiver, huer, haie",3
hilare,"huiler, haler, héler",3
hilarité,humilité,1
hippo,huppé,1
hisser,"hérisser, hausser, huissier",3
histoire,"historien, historique, hystérie, hésiter",4
historien,"historique, histoire, hitlérien",3
historique,"historien, hystérique, histoire",3
hitlérien,historien,1
hiver,"hier, havre",2
hiératique,hérétique,1
hobereau,hébreu,1
hochement,hochet,1
hocher,"hochet, hacher",2
hochet,"hocher, hochement",2
home,"homme, hommage",2
hommage,home,1
homme,home,1
honneur,honorer,1
honnête,honnêteté,1
honnêtement,honteusement,1
honnêteté,honnête,1
honorable,honoraire,1
honoraire,"horaire, honorable, honorer",3
honorer,"honoré, honoraire, honneur",3
honoré,honorer,1
honte,"honteux, hotte",2
honteusement,"heureusement, honnêtement",2
honteux,honte,1
hoquet,hoqueter,1
hoqueter,"hoquet, humecter",2
horaire,"honoraire, horde, horrible, horloge, hourra",5
horde,"harde, horaire, horloge, hardi",4
horizontal,horizontale,1
horizontale,horizontal,1
horloge,"horloger, horde, horaire",3
horloger,horloge,1
horrible,horaire,1
horrifier,horrifié,1
horrifié,horrifier,1
hors,"herse, héros, hérésie",3
hospitalier,"hospitaliser, hospitalité",2
hospitaliser,"hospitalier, hospitalité",2
hospitalité,"hospitalier, hospitaliser, hostilité",3
hostie,"hostile, hosto",2
hostile,hostie,1
hostilité,hospitalité,1
hosto,hostie,1
hotte,"honte, hutte",2
houle,"houleux, huile",2
houleux,"houle, huileux",2
hourra,horaire,1
housse,hausse,1
hublot,habileté,1
huer,"humer, hier, hure",3
huile,"huiler, huilé, huileux, houle",4
huiler,"huile, huileux, hurler, humilier, huissier",5
huileux,"huile, huiler, houleux",3
huilé,huile,1
huis,huit,1
huissier,"hisser, huiler, humilier, hérisser, hausser",5
huit,"huis, haut",2
hululement,"hurlement, humblement",2
humain,hymne,1
humanisme,humaniste,1
humaniste,"humanisme, humanité",2
humanité,"humaniste, humidité, humilité, humilié",4
humblement,"hululement, hurlement, habilement",3
humecter,"humer, humeur, humilier, hoqueter",4
humer,"humeur, huer, humecter, humour, humilier",5
humeur,"humer, humour, humecter",3
humidité,"humilité, humanité, humilié",3
humiliant,humilité,1
humilier,"humilié, humilité, huiler, humer, humecter",5
humilité,"humilié, humidité, humilier, humiliant, humanité",5
humilié,"humilité, humilier, humidité, humanité",4
humour,"humeur, humer",2
huppé,hippo,1
hure,"heure, huer",2
hurlant,hurlement,1
hurlement,"hululement, humblement, hurlant, hautement",4
hurler,huiler,1
hutte,"hotte, haute",2
huître,"hêtre, hâter, hauteur",3
hymne,"hyène, humain",2
hypocrisie,hypocrite,1
hypocrite,hypocrisie,1
hypothèque,"hypothèse, hypothétique",2
hypothèse,hypothèque,1
hypothétique,hypothèque,1
hystérie,"hystérique, histoire, hésiter",3
hystérique,"hystérie, historique",2
hyène,hymne,1
hâle,"hâlé, hâte",2
hâlé,hâle,1
hâte,"hâter, hâle, hôte",3
hâter,"hâte, hauteur, hêtre, huître",4
héberger,hébéter,1
hébreu,hobereau,1
hébéter,"hébété, hébétude, héberger, habiter, habituer",5
hébétude,"hébéter, habitude",2
hébété,"hébéter, habité, habitué, habit",4
héler,"haler, huiler, hilare",3
hérisser,"hérissé, hérisson, hériter, héritier, hisser",5
hérisson,"hérissé, hérisser, héron",3
hérissé,"hérisser, hérisson, harassé",3
héritage,"hériter, héritier",2
hériter,"héritier, hésiter, hérisser, héritage, heurter",5
héritier,"hériter, hérisser, héritage, hésiter, heurter",5
héron,"héros, hérisson",2
héros,"héron, hérésie, hors, herse",4
héroïque,"héroïsme, hérétique",2
héroïsme,"héroïque, hérésie",2
hérésie,"hérétique, héros, héroïsme, herse, hors",5
hérétique,"hermétique, hiératique, héroïque, hérésie",4
hésitant,habitant,1
hésitation,habitation,1
hésiter,"hériter, héritier, histoire, hystérie",4
hêtre,"huître, hâter, hauteur",3
hôte,"hôtel, hôtesse, hâte",3
hôtel,hôte,1
hôtesse,hôte,1
idem,"idée, iode",2
identité,"indemnité, intimité, intitulé",3
idiot,idiotie,1
idiotie,idiot,1
idylle,idyllique,1
idyllique,idylle,1
idéalisme,idéaliste,1
idéaliste,idéalisme,1
idée,"idem, iode",2
idéologie,idéologique,1
idéologique,idéologie,1
ignare,"ignoré, ignoble",2
ignoble,ignare,1
ignominie,"insomnie, ignorance",2
ignorance,"ignorant, ignominie",2
ignorant,ignorance,1
ignorer,"ignoré, informer",2
ignoré,"ignorer, ignare",2
illettré,illustré,1
illimité,"intimité, illuminé",2
illisible,invisible,1
illumination,"illustration, inclination, imagination",3
illuminer,"illuminé, illustrer",2
illuminé,"illuminer, illimité, illustré, illusion",4
illusion,"infusion, illuminé",2
illusoire,"illustre, illustrer",2
illustration,"illumination, incrustation",2
illustre,"illustrer, illustré, illusoire",3
illustrer,"illustre, illustré, illusoire, illuminer",4
illustré,"illustre, illustrer, illettré, illuminé",4
image,"imager, imagerie",2
imager,"image, imagerie, imaginer",3
imagerie,"imager, image, imaginer",3
imaginable,"inimaginable, imaginaire",2
imaginaire,"imaginable, imaginatif, imaginer",3
imaginatif,"imagination, imaginaire",2
imagination,"imaginatif, illumination",2
imaginer,"imager, imaginaire, imagerie",3
imbécile,immobile,1
imitation,"invitation, irritation, initiation",3
immense,"immeuble, imminence",2
immensité,intensité,1
immensément,intensément,1
immerger,immiscer,1
immeuble,"immuable, immense, immobile",3
imminence,"imminent, immense, immondice",3
imminent,imminence,1
immiscer,immerger,1
immobile,"immobilier, immonde, immondice, immeuble, immuable",5
immobilier,"immobiliser, immobilité, immobile",3
immobiliser,"immobilier, immortaliser",2
immobilité,"immobilier, immortalité",2
immonde,"immondice, immobile",2
immondice,"immonde, immobile, imminence",3
immoral,"immortel, immémorial",2
immortaliser,"immortalité, immobiliser",2
immortalité,"immortaliser, immobilité",2
immortel,"immoral, importer",2
immuable,"immeuble, immobile, inusable",3
immémorial,immoral,1
impact,imposant,1
impair,"imper, impur, imprimer, imposer, imputer",5
impalpable,"implacable, impassible, impeccable, impensable, imprenable",5
imparfait,important,1
impasse,"impassible, impavide, impie",3
impassibilité,impossibilité,1
impassible,"impossible, impasse, impalpable, impensable",4
impatiemment,"impatient, impatienter",2
impatience,"impatient, impatienter, impertinence, imprudence",4
impatient,"impatienter, impatience, impatiemment, impotent, imprudent",5
impatienter,"impatient, impatience, impatiemment",3
impavide,"impasse, impie",2
impec,"imper, impie",2
impeccable,"impensable, implacable, imperméable, impalpable, imprenable",5
impensable,"impeccable, imprenable, imperméable, impalpable, implacable",5
imper,"impec, impur, imprimer, impair, implorer",5
imperceptible,imperceptiblement,1
imperceptiblement,imperceptible,1
imperfection,imprécation,1
imperméable,"impeccable, impensable, imprenable, improbable",4
impertinence,impatience,1
impie,"impec, imper, impasse, impavide",4
impitoyable,improbable,1
implacable,"impeccable, impalpable, impensable, imprenable, improbable",5
implanter,"imputer, implorer, impliquer, importer, implorant",5
impliquer,"implorer, implanter, impudique, imprimer, imprimeur",5
implorant,"important, imposant, implanter, impotent",4
implorer,"importer, imposer, implanter, impliquer, imper",5
impondérable,"impénétrable, impérissable, indésirable",3
importance,"important, importuner",2
important,"importance, importun, imposant, implorant, impotent",5
importation,imprécation,1
importer,"importuner, importun, imposer, imputer, implorer",5
importun,"importuner, importer, important, impotent",4
importuner,"importun, importer, importance, imprégner",4
imposant,"important, impotent, implorant, impuissant, impact",5
imposer,"imposé, importer, imposteur, implorer, improviser",5
impossibilité,impassibilité,1
impossible,"impassible, impensable",2
imposteur,"imposture, imposer, importer, imprimeur, impudeur",5
imposture,imposteur,1
imposé,"imposer, improvisé, imprimé",3
